league,split,date,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
LCK,2018-2,43278.15531,3.2,2,Red,Top,CuVee,Gen.G,Darius,Taliyah,Nocturne,Zoe,Soraka,Shen,0
LCK,2018-2,43278.15531,3.2,2,Red,Jungle,Ambition,Gen.G,Trundle,Taliyah,Nocturne,Zoe,Soraka,Shen,0
LCK,2018-2,43278.15531,3.2,2,Red,Middle,Fly,Gen.G,Aurelion Sol,Taliyah,Nocturne,Zoe,Soraka,Shen,0
LCK,2018-2,43278.15531,3.2,2,Red,ADC,Ruler,Gen.G,Ashe,Taliyah,Nocturne,Zoe,Soraka,Shen,0
LCK,2018-2,43278.15531,3.2,2,Red,Support,CoreJJ,Gen.G,Morgana,Taliyah,Nocturne,Zoe,Soraka,Shen,0
LCK,2018-2,43278.15531,3.2,2,Blue,Team,Team,BBQ Olivers, ,Rakan,Tahm Kench,Galio,Dr. Mundo,Renekton,1
LCK,2018-2,43278.15531,3.2,2,Red,Team,Team,Gen.G, ,Taliyah,Nocturne,Zoe,Soraka,Shen,0
LCK,2018-2,43278.1958,3.2,3,Blue,Top,CuVee,Gen.G,Darius,Swain,Aatrox,Morgana,Alistar,Pyke,1
LCK,2018-2,43278.1958,3.2,3,Blue,Jungle,Haru,Gen.G,Trundle,Swain,Aatrox,Morgana,Alistar,Pyke,1
LCK,2018-2,43278.1958,3.2,3,Blue,Middle,Fly,Gen.G,Zoe,Swain,Aatrox,Morgana,Alistar,Pyke,1
LCK,2018-2,43278.1958,3.2,3,Blue,ADC,Ruler,Gen.G,Xayah,Swain,Aatrox,Morgana,Alistar,Pyke,1
LCK,2018-2,43278.1958,3.2,3,Blue,Support,CoreJJ,Gen.G,Rakan,Swain,Aatrox,Morgana,Alistar,Pyke,1
LCK,2018-2,43278.1958,3.2,3,Red,Top,Crazy,BBQ Olivers,Dr. Mundo,Camille,Nocturne,Taliyah,Kennen,Rengar,0
LCK,2018-2,43278.1958,3.2,3,Red,Jungle,Trick,BBQ Olivers,Sejuani,Camille,Nocturne,Taliyah,Kennen,Rengar,0
LCK,2018-2,43278.1958,3.2,3,Red,Middle,Tempt,BBQ Olivers,Syndra,Camille,Nocturne,Taliyah,Kennen,Rengar,0
LCK,2018-2,43278.1958,3.2,3,Red,ADC,Ghost,BBQ Olivers,Yasuo,Camille,Nocturne,Taliyah,Kennen,Rengar,0
LCK,2018-2,43278.1958,3.2,3,Red,Support,IgNar,BBQ Olivers,Leona,Camille,Nocturne,Taliyah,Kennen,Rengar,0
LCK,2018-2,43278.1958,3.2,3,Blue,Team,Team,Gen.G, ,Swain,Aatrox,Morgana,Alistar,Pyke,1
LCK,2018-2,43278.1958,3.2,3,Red,Team,Team,BBQ Olivers, ,Camille,Nocturne,Taliyah,Kennen,Rengar,0
LCK,2018-2,43278.2412,3.2,1,Blue,Top,SoHwan,Jin Air Green Wings,Dr. Mundo,Yasuo,Morgana,Sejuani,Shen,Ezreal,0
LCK,2018-2,43278.2412,3.2,1,Blue,Jungle,UmTi,Jin Air Green Wings,Trundle,Yasuo,Morgana,Sejuani,Shen,Ezreal,0
LCK,2018-2,43278.2412,3.2,1,Blue,Middle,Grace,Jin Air Green Wings,Swain,Yasuo,Morgana,Sejuani,Shen,Ezreal,0
LCK,2018-2,43278.2412,3.2,1,Blue,ADC,Teddy,Jin Air Green Wings,Lucian,Yasuo,Morgana,Sejuani,Shen,Ezreal,0
LCK,2018-2,43278.2412,3.2,1,Blue,Support,Nova,Jin Air Green Wings,Alistar,Yasuo,Morgana,Sejuani,Shen,Ezreal,0
LCK,2018-2,43278.2412,3.2,1,Red,Top,Kiin,Afreeca Freecs,Aatrox,Nocturne,Taliyah,Rakan,Varus,Soraka,1
LCK,2018-2,43278.2412,3.2,1,Red,Jungle,Spirit,Afreeca Freecs,Camille,Nocturne,Taliyah,Rakan,Varus,Soraka,1
LCK,2018-2,43278.2412,3.2,1,Red,Middle,Kuro,Afreeca Freecs,Zoe,Nocturne,Taliyah,Rakan,Varus,Soraka,1
LCK,2018-2,43278.2412,3.2,1,Red,ADC,Kramer,Afreeca Freecs,Vladimir,Nocturne,Taliyah,Rakan,Varus,Soraka,1
LCK,2018-2,43278.2412,3.2,1,Red,Support,TusiN,Afreeca Freecs,Gragas,Nocturne,Taliyah,Rakan,Varus,Soraka,1
LCK,2018-2,43278.2412,3.2,1,Blue,Team,Team,Jin Air Green Wings, ,Yasuo,Morgana,Sejuani,Shen,Ezreal,0
LCK,2018-2,43278.2412,3.2,1,Red,Team,Team,Afreeca Freecs, ,Nocturne,Taliyah,Rakan,Varus,Soraka,1
LCK,2018-2,43278.30356,3.2,2,Blue,Top,Kiin,Afreeca Freecs,Aatrox,Camille,Morgana,Swain,Ryze,Varus,0
LCK,2018-2,43278.30356,3.2,2,Blue,Jungle,Spirit,Afreeca Freecs,Skarner,Camille,Morgana,Swain,Ryze,Varus,0
LCK,2018-2,43278.30356,3.2,2,Blue,Middle,Kuro,Afreeca Freecs,Zoe,Camille,Morgana,Swain,Ryze,Varus,0
LCK,2018-2,43278.30356,3.2,2,Blue,ADC,Kramer,Afreeca Freecs,Vladimir,Camille,Morgana,Swain,Ryze,Varus,0
LCK,2018-2,43278.30356,3.2,2,Blue,Support,TusiN,Afreeca Freecs,Alistar,Camille,Morgana,Swain,Ryze,Varus,0
LCK,2018-2,43278.30356,3.2,2,Red,Top,SoHwan,Jin Air Green Wings,Renekton,Taliyah,Nocturne,,Trundle,Shen,1
LCK,2018-2,43278.30356,3.2,2,Red,Jungle,UmTi,Jin Air Green Wings,Sejuani,Taliyah,Nocturne,,Trundle,Shen,1
LCK,2018-2,43278.30356,3.2,2,Red,Middle,Grace,Jin Air Green Wings,Yasuo,Taliyah,Nocturne,,Trundle,Shen,1
LCK,2018-2,43278.30356,3.2,2,Red,ADC,Teddy,Jin Air Green Wings,Xayah,Taliyah,Nocturne,,Trundle,Shen,1
LCK,2018-2,43278.30356,3.2,2,Red,Support,Nova,Jin Air Green Wings,Rakan,Taliyah,Nocturne,,Trundle,Shen,1
LCK,2018-2,43278.30356,3.2,2,Blue,Team,Team,Afreeca Freecs, ,Camille,Morgana,Swain,Ryze,Varus,0
LCK,2018-2,43278.30356,3.2,2,Red,Team,Team,Jin Air Green Wings, ,Taliyah,Nocturne,,Trundle,Shen,1
LCK,2018-2,43278.35186,3.2,3,Blue,Top,SoHwan,Jin Air Green Wings,Ornn,Yasuo,Morgana,Swain,Irelia,Shen,0
LCK,2018-2,43278.35186,3.2,3,Blue,Jungle,UmTi,Jin Air Green Wings,Sejuani,Yasuo,Morgana,Swain,Irelia,Shen,0
LCK,2018-2,43278.35186,3.2,3,Blue,Middle,Grace,Jin Air Green Wings,Zoe,Yasuo,Morgana,Swain,Irelia,Shen,0
LCK,2018-2,43278.35186,3.2,3,Blue,ADC,Teddy,Jin Air Green Wings,Lucian,Yasuo,Morgana,Swain,Irelia,Shen,0
LCK,2018-2,43278.35186,3.2,3,Blue,Support,Nova,Jin Air Green Wings,Braum,Yasuo,Morgana,Swain,Irelia,Shen,0
LCK,2018-2,43278.35186,3.2,3,Red,Top,Kiin,Afreeca Freecs,Aatrox,Nocturne,Taliyah,Rakan,Renekton,Darius,1
LCK,2018-2,43278.35186,3.2,3,Red,Jungle,Mowgli,Afreeca Freecs,Skarner,Nocturne,Taliyah,Rakan,Renekton,Darius,1
LCK,2018-2,43278.35186,3.2,3,Red,Middle,Kuro,Afreeca Freecs,Galio,Nocturne,Taliyah,Rakan,Renekton,Darius,1
LCK,2018-2,43278.35186,3.2,3,Red,ADC,Aiming,Afreeca Freecs,Vladimir,Nocturne,Taliyah,Rakan,Renekton,Darius,1
LCK,2018-2,43278.35186,3.2,3,Red,Support,TusiN,Afreeca Freecs,Alistar,Nocturne,Taliyah,Rakan,Renekton,Darius,1
LCK,2018-2,43278.35186,3.2,3,Blue,Team,Team,Jin Air Green Wings, ,Yasuo,Morgana,Swain,Irelia,Shen,0
LCK,2018-2,43278.35186,3.2,3,Red,Team,Team,Afreeca Freecs, ,Nocturne,Taliyah,Rakan,Renekton,Darius,1
LCK,2018-2,43279.09448,3.3,1,Blue,Top,Smeb,KT Rolster,Aatrox,Morgana,Shen,Taliyah,Vladimir,Zoe,1
LCK,2018-2,43279.09448,3.3,1,Blue,Jungle,Score,KT Rolster,Trundle,Morgana,Shen,Taliyah,Vladimir,Zoe,1
LCK,2018-2,43279.09448,3.3,1,Blue,Middle,Ucal,KT Rolster,Galio,Morgana,Shen,Taliyah,Vladimir,Zoe,1
LCK,2018-2,43279.09448,3.3,1,Blue,ADC,Deft,KT Rolster,Mordekaiser,Morgana,Shen,Taliyah,Vladimir,Zoe,1
LCK,2018-2,43279.09448,3.3,1,Blue,Support,Mata,KT Rolster,Alistar,Morgana,Shen,Taliyah,Vladimir,Zoe,1
LCK,2018-2,43279.09448,3.3,1,Red,Top,Sword,Griffin,Renekton,Nocturne,Tahm Kench,Swain,Varus,Ashe,0
LCK,2018-2,43279.09448,3.3,1,Red,Jungle,Tarzan,Griffin,Sejuani,Nocturne,Tahm Kench,Swain,Varus,Ashe,0
LCK,2018-2,43279.09448,3.3,1,Red,Middle,Chovy,Griffin,Irelia,Nocturne,Tahm Kench,Swain,Varus,Ashe,0
LCK,2018-2,43279.09448,3.3,1,Red,ADC,Viper,Griffin,Yasuo,Nocturne,Tahm Kench,Swain,Varus,Ashe,0
LCK,2018-2,43279.09448,3.3,1,Red,Support,Lehends,Griffin,Gragas,Nocturne,Tahm Kench,Swain,Varus,Ashe,0
LCK,2018-2,43279.09448,3.3,1,Blue,Team,Team,KT Rolster, ,Morgana,Shen,Taliyah,Vladimir,Zoe,1
LCK,2018-2,43279.09448,3.3,1,Red,Team,Team,Griffin, ,Nocturne,Tahm Kench,Swain,Varus,Ashe,0
LCK,2018-2,43279.14728,3.3,2,Blue,Top,Sword,Griffin,Dr. Mundo,Tahm Kench,Galio,Swain,Rakan,Gragas,0
LCK,2018-2,43279.14728,3.3,2,Blue,Jungle,Tarzan,Griffin,Camille,Tahm Kench,Galio,Swain,Rakan,Gragas,0
LCK,2018-2,43279.14728,3.3,2,Blue,Middle,Chovy,Griffin,Zoe,Tahm Kench,Galio,Swain,Rakan,Gragas,0
LCK,2018-2,43279.14728,3.3,2,Blue,ADC,Viper,Griffin,Darius,Tahm Kench,Galio,Swain,Rakan,Gragas,0
LCK,2018-2,43279.14728,3.3,2,Blue,Support,Lehends,Griffin,Alistar,Tahm Kench,Galio,Swain,Rakan,Gragas,0
LCK,2018-2,43279.14728,3.3,2,Red,Top,Smeb,KT Rolster,Kennen,Morgana,Taliyah,Shen,Gangplank,Vladimir,1
LCK,2018-2,43279.14728,3.3,2,Red,Jungle,Score,KT Rolster,Nocturne,Morgana,Taliyah,Shen,Gangplank,Vladimir,1
LCK,2018-2,43279.14728,3.3,2,Red,Middle,Ucal,KT Rolster,Aatrox,Morgana,Taliyah,Shen,Gangplank,Vladimir,1
LCK,2018-2,43279.14728,3.3,2,Red,ADC,Deft,KT Rolster,Mordekaiser,Morgana,Taliyah,Shen,Gangplank,Vladimir,1
LCK,2018-2,43279.14728,3.3,2,Red,Support,Mata,KT Rolster,Ornn,Morgana,Taliyah,Shen,Gangplank,Vladimir,1
LCK,2018-2,43279.14728,3.3,2,Blue,Team,Team,Griffin, ,Tahm Kench,Galio,Swain,Rakan,Gragas,0
LCK,2018-2,43279.14728,3.3,2,Red,Team,Team,KT Rolster, ,Morgana,Taliyah,Shen,Gangplank,Vladimir,1
LCK,2018-2,43279.19536,3.3,1,Blue,Top,Khan,Kingzone DragonX,Jayce,Yasuo,Irelia,Aatrox,Vel'koz,Talon,1
LCK,2018-2,43279.19536,3.3,1,Blue,Jungle,Cuzz,Kingzone DragonX,Rakan,Yasuo,Irelia,Aatrox,Vel'koz,Talon,1
LCK,2018-2,43279.19536,3.3,1,Blue,Middle,PraY,Kingzone DragonX,Xayah,Yasuo,Irelia,Aatrox,Vel'koz,Talon,1
LCK,2018-2,43279.19536,3.3,1,Blue,ADC,Bdd,Kingzone DragonX,Morgana,Yasuo,Irelia,Aatrox,Vel'koz,Talon,1
LCK,2018-2,43279.19536,3.3,1,Blue,Support,GorillA,Kingzone DragonX,Blitzcrank,Yasuo,Irelia,Aatrox,Vel'koz,Talon,1
LCK,2018-2,43279.19536,3.3,1,Red,Top,Thal,SK Telecom T1,Darius,Nocturne,Taliyah,Zoe,Dr. Mundo,Shen,0
LCK,2018-2,43279.19536,3.3,1,Red,Jungle,Blank,SK Telecom T1,Sejuani,Nocturne,Taliyah,Zoe,Dr. Mundo,Shen,0
LCK,2018-2,43279.19536,3.3,1,Red,Middle,Faker,SK Telecom T1,Swain,Nocturne,Taliyah,Zoe,Dr. Mundo,Shen,0
LCK,2018-2,43279.19536,3.3,1,Red,ADC,Bang,SK Telecom T1,Soraka,Nocturne,Taliyah,Zoe,Dr. Mundo,Shen,0
LCK,2018-2,43279.19536,3.3,1,Red,Support,Effort,SK Telecom T1,Tahm Kench,Nocturne,Taliyah,Zoe,Dr. Mundo,Shen,0
LCK,2018-2,43279.19536,3.3,1,Blue,Team,Team,Kingzone DragonX, ,Yasuo,Irelia,Aatrox,Vel'koz,Talon,1
LCK,2018-2,43279.19536,3.3,1,Red,Team,Team,SK Telecom T1, ,Nocturne,Taliyah,Zoe,Dr. Mundo,Shen,0
LCK,2018-2,43279.27824,3.3,2,Blue,Top,Thal,SK Telecom T1,Darius,Nocturne,Aatrox,Zoe,Jayce,Heimerdinger,0
LCK,2018-2,43279.27824,3.3,2,Blue,Jungle,Blank,SK Telecom T1,Xin Zhao,Nocturne,Aatrox,Zoe,Jayce,Heimerdinger,0
LCK,2018-2,43279.27824,3.3,2,Blue,Middle,Faker,SK Telecom T1,Galio,Nocturne,Aatrox,Zoe,Jayce,Heimerdinger,0
LCK,2018-2,43279.27824,3.3,2,Blue,ADC,Bang,SK Telecom T1,Swain,Nocturne,Aatrox,Zoe,Jayce,Heimerdinger,0
LCK,2018-2,43279.27824,3.3,2,Blue,Support,Effort,SK Telecom T1,Tahm Kench,Nocturne,Aatrox,Zoe,Jayce,Heimerdinger,0
LCK,2018-2,43279.27824,3.3,2,Red,Top,Khan,Kingzone DragonX,Dr. Mundo,Sejuani,Morgana,Taliyah,Skarner,Trundle,1
LCK,2018-2,43279.27824,3.3,2,Red,Jungle,Cuzz,Kingzone DragonX,Camille,Sejuani,Morgana,Taliyah,Skarner,Trundle,1
LCK,2018-2,43279.27824,3.3,2,Red,Middle,Bdd,Kingzone DragonX,Anivia,Sejuani,Morgana,Taliyah,Skarner,Trundle,1
LCK,2018-2,43279.27824,3.3,2,Red,ADC,PraY,Kingzone DragonX,Ezreal,Sejuani,Morgana,Taliyah,Skarner,Trundle,1
LCK,2018-2,43279.27824,3.3,2,Red,Support,GorillA,Kingzone DragonX,Shen,Sejuani,Morgana,Taliyah,Skarner,Trundle,1
LCK,2018-2,43279.27824,3.3,2,Blue,Team,Team,SK Telecom T1, ,Nocturne,Aatrox,Zoe,Jayce,Heimerdinger,0
LCK,2018-2,43279.27824,3.3,2,Red,Team,Team,Kingzone DragonX, ,Sejuani,Morgana,Taliyah,Skarner,Trundle,1
LCK,2018-2,43280.10262,3.4,1,Blue,Top,Kiin,Afreeca Freecs,Darius,Zoe,Camille,Sejuani,Gangplank,Varus,1
LCK,2018-2,43280.10262,3.4,1,Blue,Jungle,Spirit,Afreeca Freecs,Rakan,Zoe,Camille,Sejuani,Gangplank,Varus,1
LCK,2018-2,43280.10262,3.4,1,Blue,Middle,Aiming,Afreeca Freecs,Xayah,Zoe,Camille,Sejuani,Gangplank,Varus,1
LCK,2018-2,43280.10262,3.4,1,Blue,ADC,Kuro,Afreeca Freecs,Syndra,Zoe,Camille,Sejuani,Gangplank,Varus,1
LCK,2018-2,43280.10262,3.4,1,Blue,Support,TusiN,Afreeca Freecs,Shen,Zoe,Camille,Sejuani,Gangplank,Varus,1
LCK,2018-2,43280.10262,3.4,1,Red,Top,ADD,MVP,Kled,Aatrox,Nocturne,Taliyah,Anivia,Olaf,0
LCK,2018-2,43280.10262,3.4,1,Red,Jungle,Yondu,MVP,Skarner,Aatrox,Nocturne,Taliyah,Anivia,Olaf,0
LCK,2018-2,43280.10262,3.4,1,Red,Middle,Ian,MVP,Swain,Aatrox,Nocturne,Taliyah,Anivia,Olaf,0
LCK,2018-2,43280.10262,3.4,1,Red,ADC,Pilot,MVP,Morgana,Aatrox,Nocturne,Taliyah,Anivia,Olaf,0
LCK,2018-2,43280.10262,3.4,1,Red,Support,Max,MVP,Tahm Kench,Aatrox,Nocturne,Taliyah,Anivia,Olaf,0
LCK,2018-2,43280.10262,3.4,1,Blue,Team,Team,Afreeca Freecs, ,Zoe,Camille,Sejuani,Gangplank,Varus,1
LCK,2018-2,43280.10262,3.4,1,Red,Team,Team,MVP, ,Aatrox,Nocturne,Taliyah,Anivia,Olaf,0
LCK,2018-2,43280.15883,3.4,2,Blue,Top,ADD,MVP,Camille,Aatrox,Rakan,Nocturne,Darius,Gangplank,0
LCK,2018-2,43280.15883,3.4,2,Blue,Jungle,Yondu,MVP,Trundle,Aatrox,Rakan,Nocturne,Darius,Gangplank,0
LCK,2018-2,43280.15883,3.4,2,Blue,Middle,Ian,MVP,Vel'koz,Aatrox,Rakan,Nocturne,Darius,Gangplank,0
LCK,2018-2,43280.15883,3.4,2,Blue,ADC,Pilot,MVP,Ezreal,Aatrox,Rakan,Nocturne,Darius,Gangplank,0
LCK,2018-2,43280.15883,3.4,2,Blue,Support,Max,MVP,Pyke,Aatrox,Rakan,Nocturne,Darius,Gangplank,0
LCK,2018-2,43280.15883,3.4,2,Red,Top,Kiin,Afreeca Freecs,Jax,Taliyah,Zoe,Sejuani,Anivia,Dr. Mundo,1
LCK,2018-2,43280.15883,3.4,2,Red,Jungle,Spirit,Afreeca Freecs,Skarner,Taliyah,Zoe,Sejuani,Anivia,Dr. Mundo,1
LCK,2018-2,43280.15883,3.4,2,Red,Middle,Kuro,Afreeca Freecs,Swain,Taliyah,Zoe,Sejuani,Anivia,Dr. Mundo,1
LCK,2018-2,43280.15883,3.4,2,Red,ADC,Aiming,Afreeca Freecs,Vladimir,Taliyah,Zoe,Sejuani,Anivia,Dr. Mundo,1
LCK,2018-2,43280.15883,3.4,2,Red,Support,TusiN,Afreeca Freecs,Shen,Taliyah,Zoe,Sejuani,Anivia,Dr. Mundo,1
LCK,2018-2,43280.15883,3.4,2,Blue,Team,Team,MVP, ,Aatrox,Rakan,Nocturne,Darius,Gangplank,0
LCK,2018-2,43280.15883,3.4,2,Red,Team,Team,Afreeca Freecs, ,Taliyah,Zoe,Sejuani,Anivia,Dr. Mundo,1
LCK,2018-2,43280.22659,3.4,1,Blue,Top,SoHwan,Jin Air Green Wings,Aatrox,Ezreal,Camille,Rakan,Varus,Lulu,0
LCK,2018-2,43280.22659,3.4,1,Blue,Jungle,UmTi,Jin Air Green Wings,Sejuani,Ezreal,Camille,Rakan,Varus,Lulu,0
LCK,2018-2,43280.22659,3.4,1,Blue,Middle,Grace,Jin Air Green Wings,Yasuo,Ezreal,Camille,Rakan,Varus,Lulu,0
LCK,2018-2,43280.22659,3.4,1,Blue,ADC,Teddy,Jin Air Green Wings,Vladimir,Ezreal,Camille,Rakan,Varus,Lulu,0
LCK,2018-2,43280.22659,3.4,1,Blue,Support,Nova,Jin Air Green Wings,Pyke,Ezreal,Camille,Rakan,Varus,Lulu,0
LCK,2018-2,43280.22659,3.4,1,Red,Top,CuVee,Gen.G,Kennen,Zoe,Nocturne,Taliyah,Morgana,Lucian,1
LCK,2018-2,43280.22659,3.4,1,Red,Jungle,Haru,Gen.G,Trundle,Zoe,Nocturne,Taliyah,Morgana,Lucian,1
LCK,2018-2,43280.22659,3.4,1,Red,Middle,Fly,Gen.G,Galio,Zoe,Nocturne,Taliyah,Morgana,Lucian,1
LCK,2018-2,43280.22659,3.4,1,Red,ADC,Ruler,Gen.G,Ashe,Zoe,Nocturne,Taliyah,Morgana,Lucian,1
LCK,2018-2,43280.22659,3.4,1,Red,Support,CoreJJ,Gen.G,Tahm Kench,Zoe,Nocturne,Taliyah,Morgana,Lucian,1
LCK,2018-2,43280.22659,3.4,1,Blue,Team,Team,Jin Air Green Wings, ,Ezreal,Camille,Rakan,Varus,Lulu,0
LCK,2018-2,43280.22659,3.4,1,Red,Team,Team,Gen.G, ,Zoe,Nocturne,Taliyah,Morgana,Lucian,1
LCK,2018-2,43280.28324,3.4,2,Blue,Top,CuVee,Gen.G,Dr. Mundo,Yasuo,Aatrox,Nocturne,Lucian,Morgana,1
LCK,2018-2,43280.28324,3.4,2,Blue,Jungle,Haru,Gen.G,Sejuani,Yasuo,Aatrox,Nocturne,Lucian,Morgana,1
LCK,2018-2,43280.28324,3.4,2,Blue,Middle,Fly,Gen.G,Zoe,Yasuo,Aatrox,Nocturne,Lucian,Morgana,1
LCK,2018-2,43280.28324,3.4,2,Blue,ADC,Ruler,Gen.G,Xayah,Yasuo,Aatrox,Nocturne,Lucian,Morgana,1
LCK,2018-2,43280.28324,3.4,2,Blue,Support,CoreJJ,Gen.G,Braum,Yasuo,Aatrox,Nocturne,Lucian,Morgana,1
LCK,2018-2,43280.28324,3.4,2,Red,Top,SoHwan,Jin Air Green Wings,Kennen,Rakan,Taliyah,Tahm Kench,Ezreal,Varus,0
LCK,2018-2,43280.28324,3.4,2,Red,Jungle,UmTi,Jin Air Green Wings,Camille,Rakan,Taliyah,Tahm Kench,Ezreal,Varus,0
LCK,2018-2,43280.28324,3.4,2,Red,Middle,Grace,Jin Air Green Wings,Galio,Rakan,Taliyah,Tahm Kench,Ezreal,Varus,0
LCK,2018-2,43280.28324,3.4,2,Red,ADC,Teddy,Jin Air Green Wings,Ashe,Rakan,Taliyah,Tahm Kench,Ezreal,Varus,0
LCK,2018-2,43280.28324,3.4,2,Red,Support,Nova,Jin Air Green Wings,Shen,Rakan,Taliyah,Tahm Kench,Ezreal,Varus,0
LCK,2018-2,43280.28324,3.4,2,Blue,Team,Team,Gen.G, ,Yasuo,Aatrox,Nocturne,Lucian,Morgana,1
LCK,2018-2,43280.28324,3.4,2,Red,Team,Team,Jin Air Green Wings, ,Rakan,Taliyah,Tahm Kench,Ezreal,Varus,0
EULCS,2018-2,43280.42968,3,1,Blue,Top,Ruin,Giants Gaming,Jax,Braum,Dr. Mundo,Yasuo,Morgana,Pyke,0
EULCS,2018-2,43280.42968,3,1,Blue,Jungle,Djoko,Giants Gaming,Sejuani,Braum,Dr. Mundo,Yasuo,Morgana,Pyke,0
EULCS,2018-2,43280.42968,3,1,Blue,Middle,Betsy,Giants Gaming,Zoe,Braum,Dr. Mundo,Yasuo,Morgana,Pyke,0
EULCS,2018-2,43280.42968,3,1,Blue,ADC,Steeelback,Giants Gaming,Xayah,Braum,Dr. Mundo,Yasuo,Morgana,Pyke,0
EULCS,2018-2,43280.42968,3,1,Blue,Support,SirNukesAlot,Giants Gaming,Rakan,Braum,Dr. Mundo,Yasuo,Morgana,Pyke,0
EULCS,2018-2,43280.42968,3,1,Red,Top,Profit,Roccat,Aatrox,Nocturne,Taliyah,Tahm Kench,Trundle,Skarner,1
EULCS,2018-2,43280.42968,3,1,Red,Jungle,Memento,Roccat,Camille,Nocturne,Taliyah,Tahm Kench,Trundle,Skarner,1
EULCS,2018-2,43280.42968,3,1,Red,Middle,Blanc,Roccat,Irelia,Nocturne,Taliyah,Tahm Kench,Trundle,Skarner,1
EULCS,2018-2,43280.42968,3,1,Red,ADC,HeaQ,Roccat,Vladimir,Nocturne,Taliyah,Tahm Kench,Trundle,Skarner,1
EULCS,2018-2,43280.42968,3,1,Red,Support,Norskeren,Roccat,Leona,Nocturne,Taliyah,Tahm Kench,Trundle,Skarner,1
EULCS,2018-2,43280.42968,3,1,Blue,Team,Team,Giants Gaming, ,Braum,Dr. Mundo,Yasuo,Morgana,Pyke,0
EULCS,2018-2,43280.42968,3,1,Red,Team,Team,Roccat, ,Nocturne,Taliyah,Tahm Kench,Trundle,Skarner,1
EULCS,2018-2,43280.48891,3,1,Blue,Top,Alphari,Misfits,Dr. Mundo,Vladimir,Yasuo,Zoe,Darius,Sejuani,1
EULCS,2018-2,43280.48891,3,1,Blue,Jungle,Maxlore,Misfits,Camille,Vladimir,Yasuo,Zoe,Darius,Sejuani,1
EULCS,2018-2,43280.48891,3,1,Blue,Middle,Sencux,Misfits,Swain,Vladimir,Yasuo,Zoe,Darius,Sejuani,1
EULCS,2018-2,43280.48891,3,1,Blue,ADC,Hans Sama,Misfits,Lucian,Vladimir,Yasuo,Zoe,Darius,Sejuani,1
EULCS,2018-2,43280.48891,3,1,Blue,Support,Mikyx,Misfits,Braum,Vladimir,Yasuo,Zoe,Darius,Sejuani,1
EULCS,2018-2,43280.48891,3,1,Red,Top,Vizicsacsi,Schalke 04,Cho'gath,Taliyah,Aatrox,Nocturne,Rakan,Morgana,0
EULCS,2018-2,43280.48891,3,1,Red,Jungle,Amazing,Schalke 04,Trundle,Taliyah,Aatrox,Nocturne,Rakan,Morgana,0
EULCS,2018-2,43280.48891,3,1,Red,Middle,Nukeduck,Schalke 04,Irelia,Taliyah,Aatrox,Nocturne,Rakan,Morgana,0
EULCS,2018-2,43280.48891,3,1,Red,ADC,Upset,Schalke 04,Ezreal,Taliyah,Aatrox,Nocturne,Rakan,Morgana,0
EULCS,2018-2,43280.48891,3,1,Red,Support,Vander,Schalke 04,Pyke,Taliyah,Aatrox,Nocturne,Rakan,Morgana,0
EULCS,2018-2,43280.48891,3,1,Blue,Team,Team,Misfits, ,Vladimir,Yasuo,Zoe,Darius,Sejuani,1
EULCS,2018-2,43280.48891,3,1,Red,Team,Team,Schalke 04, ,Taliyah,Aatrox,Nocturne,Rakan,Morgana,0
EULCS,2018-2,43280.52682,3,1,Blue,Top,Odoamne,Splyce,Aatrox,Vladimir,Irelia,Kai'sa,Jax,Fiora,1
EULCS,2018-2,43280.52682,3,1,Blue,Jungle,Xerxe,Splyce,Trundle,Vladimir,Irelia,Kai'sa,Jax,Fiora,1
EULCS,2018-2,43280.52682,3,1,Blue,Middle,Nisqy,Splyce,Zoe,Vladimir,Irelia,Kai'sa,Jax,Fiora,1
EULCS,2018-2,43280.52682,3,1,Blue,ADC,Kobbe,Splyce,Lucian,Vladimir,Irelia,Kai'sa,Jax,Fiora,1
EULCS,2018-2,43280.52682,3,1,Blue,Support,kaSing,Splyce,Braum,Vladimir,Irelia,Kai'sa,Jax,Fiora,1
EULCS,2018-2,43280.52682,3,1,Red,Top,Smittyj,H2K,Dr. Mundo,Nocturne,Taliyah,Swain,Pyke,Camille,0
EULCS,2018-2,43280.52682,3,1,Red,Jungle,Shook,H2K,Sejuani,Nocturne,Taliyah,Swain,Pyke,Camille,0
EULCS,2018-2,43280.52682,3,1,Red,Middle,Selfie,H2K,Yasuo,Nocturne,Taliyah,Swain,Pyke,Camille,0
EULCS,2018-2,43280.52682,3,1,Red,ADC,Sheriff,H2K,Xayah,Nocturne,Taliyah,Swain,Pyke,Camille,0
EULCS,2018-2,43280.52682,3,1,Red,Support,promisq,H2K,Rakan,Nocturne,Taliyah,Swain,Pyke,Camille,0
EULCS,2018-2,43280.52682,3,1,Blue,Team,Team,Splyce, ,Vladimir,Irelia,Kai'sa,Jax,Fiora,1
EULCS,2018-2,43280.52682,3,1,Red,Team,Team,H2K, ,Nocturne,Taliyah,Swain,Pyke,Camille,0
EULCS,2018-2,43280.56992,3,1,Blue,Top,WhiteKnight,Unicorns of Love,Vladimir,Aatrox,Zoe,Taliyah,Sejuani,Mordekaiser,0
