league,split,date,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
LCK,2018-2,43265.19748,1.3,1,Blue,Support,Max,MVP,Galio,Shen,Taliyah,Master Yi,Soraka,Rakan,0
LCK,2018-2,43265.19748,1.3,1,Red,Top,Sword,Griffin,Gangplank,Lucian,Irelia,Fiddlesticks,Skarner,Morgana,1
LCK,2018-2,43265.19748,1.3,1,Red,Jungle,Tarzan,Griffin,Nocturne,Lucian,Irelia,Fiddlesticks,Skarner,Morgana,1
LCK,2018-2,43265.19748,1.3,1,Red,Middle,Rather,Griffin,Lulu,Lucian,Irelia,Fiddlesticks,Skarner,Morgana,1
LCK,2018-2,43265.19748,1.3,1,Red,ADC,Viper,Griffin,Vladimir,Lucian,Irelia,Fiddlesticks,Skarner,Morgana,1
LCK,2018-2,43265.19748,1.3,1,Red,Support,Lehends,Griffin,Alistar,Lucian,Irelia,Fiddlesticks,Skarner,Morgana,1
LCK,2018-2,43265.19748,1.3,1,Blue,Team,Team,MVP, ,Shen,Taliyah,Master Yi,Soraka,Rakan,0
LCK,2018-2,43265.19748,1.3,1,Red,Team,Team,Griffin, ,Lucian,Irelia,Fiddlesticks,Skarner,Morgana,1
LCK,2018-2,43265.283,1.3,2,Blue,Top,Sword,Griffin,Dr. Mundo,Singed,Alistar,Master Yi,Fiddlesticks,Ornn,1
LCK,2018-2,43265.283,1.3,2,Blue,Jungle,Tarzan,Griffin,Camille,Singed,Alistar,Master Yi,Fiddlesticks,Ornn,1
LCK,2018-2,43265.283,1.3,2,Blue,Middle,Chovy,Griffin,Zoe,Singed,Alistar,Master Yi,Fiddlesticks,Ornn,1
LCK,2018-2,43265.283,1.3,2,Blue,ADC,Viper,Griffin,Vladimir,Singed,Alistar,Master Yi,Fiddlesticks,Ornn,1
LCK,2018-2,43265.283,1.3,2,Blue,Support,Lehends,Griffin,Morgana,Singed,Alistar,Master Yi,Fiddlesticks,Ornn,1
LCK,2018-2,43265.283,1.3,2,Red,Top,ADD,MVP,Gangplank,Shen,Taliyah,Irelia,Soraka,Rakan,0
LCK,2018-2,43265.283,1.3,2,Red,Jungle,Yondu,MVP,Nocturne,Shen,Taliyah,Irelia,Soraka,Rakan,0
LCK,2018-2,43265.283,1.3,2,Red,Middle,Ian,MVP,Lulu,Shen,Taliyah,Irelia,Soraka,Rakan,0
LCK,2018-2,43265.283,1.3,2,Red,ADC,Pilot,MVP,Lucian,Shen,Taliyah,Irelia,Soraka,Rakan,0
LCK,2018-2,43265.283,1.3,2,Red,Support,Motive,MVP,Braum,Shen,Taliyah,Irelia,Soraka,Rakan,0
LCK,2018-2,43265.283,1.3,2,Blue,Team,Team,Griffin, ,Singed,Alistar,Master Yi,Fiddlesticks,Ornn,1
LCK,2018-2,43265.283,1.3,2,Red,Team,Team,MVP, ,Shen,Taliyah,Irelia,Soraka,Rakan,0
EULCS,2018-2,43266.42126,1,1,Blue,Top,Odoamne,Splyce,Cho'gath,Ryze,Taric,Vladimir,Kog'Maw,Lucian,0
EULCS,2018-2,43266.42126,1,1,Blue,Jungle,Xerxe,Splyce,Trundle,Ryze,Taric,Vladimir,Kog'Maw,Lucian,0
EULCS,2018-2,43266.42126,1,1,Blue,Middle,Nisqy,Splyce,Irelia,Ryze,Taric,Vladimir,Kog'Maw,Lucian,0
EULCS,2018-2,43266.42126,1,1,Blue,ADC,Kobbe,Splyce,Kai'Sa,Ryze,Taric,Vladimir,Kog'Maw,Lucian,0
EULCS,2018-2,43266.42126,1,1,Blue,Support,kaSing,Splyce,Soraka,Ryze,Taric,Vladimir,Kog'Maw,Lucian,0
EULCS,2018-2,43266.42126,1,1,Red,Top,Cabochard,Vitality,Aatrox,Taliyah,Lulu,Ornn,Pyke,Camille,1
EULCS,2018-2,43266.42126,1,1,Red,Jungle,Gilius,Vitality,Skarner,Taliyah,Lulu,Ornn,Pyke,Camille,1
EULCS,2018-2,43266.42126,1,1,Red,Middle,Jiizuke,Vitality,Zoe,Taliyah,Lulu,Ornn,Pyke,Camille,1
EULCS,2018-2,43266.42126,1,1,Red,ADC,Attila,Vitality,Heimerdinger,Taliyah,Lulu,Ornn,Pyke,Camille,1
EULCS,2018-2,43266.42126,1,1,Red,Support,Jactroll,Vitality,Fiddlesticks,Taliyah,Lulu,Ornn,Pyke,Camille,1
EULCS,2018-2,43266.42126,1,1,Blue,Team,Team,Splyce, ,Ryze,Taric,Vladimir,Kog'Maw,Lucian,0
EULCS,2018-2,43266.42126,1,1,Red,Team,Team,Vitality, ,Taliyah,Lulu,Ornn,Pyke,Camille,1
EULCS,2018-2,43266.48133,1,1,Blue,Top,Smittyj,H2K,Ornn,Ryze,Graves,Vladimir,Shen,Aatrox,0
EULCS,2018-2,43266.48133,1,1,Blue,Jungle,Shook,H2K,Nocturne,Ryze,Graves,Vladimir,Shen,Aatrox,0
EULCS,2018-2,43266.48133,1,1,Blue,Middle,Selfie,H2K,Zoe,Ryze,Graves,Vladimir,Shen,Aatrox,0
EULCS,2018-2,43266.48133,1,1,Blue,ADC,Sheriff,H2K,Karma,Ryze,Graves,Vladimir,Shen,Aatrox,0
EULCS,2018-2,43266.48133,1,1,Blue,Support,promisq,H2K,Soraka,Ryze,Graves,Vladimir,Shen,Aatrox,0
EULCS,2018-2,43266.48133,1,1,Red,Top,Ruin,Giants Gaming,Poppy,Taric,Irelia,Lulu,Mordekaiser,Draven,1
EULCS,2018-2,43266.48133,1,1,Red,Jungle,Djoko,Giants Gaming,Taliyah,Taric,Irelia,Lulu,Mordekaiser,Draven,1
EULCS,2018-2,43266.48133,1,1,Red,Middle,Betsy,Giants Gaming,Azir,Taric,Irelia,Lulu,Mordekaiser,Draven,1
EULCS,2018-2,43266.48133,1,1,Red,ADC,Steeelback,Giants Gaming,Lucian,Taric,Irelia,Lulu,Mordekaiser,Draven,1
EULCS,2018-2,43266.48133,1,1,Red,Support,SirNukesAlot,Giants Gaming,Tahm Kench,Taric,Irelia,Lulu,Mordekaiser,Draven,1
EULCS,2018-2,43266.48133,1,1,Blue,Team,Team,H2K, ,Ryze,Graves,Vladimir,Shen,Aatrox,0
EULCS,2018-2,43266.48133,1,1,Red,Team,Team,Giants Gaming, ,Taric,Irelia,Lulu,Mordekaiser,Draven,1
EULCS,2018-2,43266.534,1,1,Blue,Top,Vizicsacsi,Schalke 04,Cho'gath,Vladimir,Ornn,Taric,Alistar,Rakan,1
EULCS,2018-2,43266.534,1,1,Blue,Jungle,Amazing,Schalke 04,Camille,Vladimir,Ornn,Taric,Alistar,Rakan,1
EULCS,2018-2,43266.534,1,1,Blue,Middle,Nukeduck,Schalke 04,Kayle,Vladimir,Ornn,Taric,Alistar,Rakan,1
EULCS,2018-2,43266.534,1,1,Blue,ADC,Upset,Schalke 04,Ezreal,Vladimir,Ornn,Taric,Alistar,Rakan,1
EULCS,2018-2,43266.534,1,1,Blue,Support,Vander,Schalke 04,Braum,Vladimir,Ornn,Taric,Alistar,Rakan,1
EULCS,2018-2,43266.534,1,1,Red,Top,WhiteKnight,Unicorns of Love,Aatrox,Zoe,Lulu,Irelia,Ryze,Fizz,0
EULCS,2018-2,43266.534,1,1,Red,Jungle,Kold,Unicorns of Love,Trundle,Zoe,Lulu,Irelia,Ryze,Fizz,0
EULCS,2018-2,43266.534,1,1,Red,Middle,Exileh,Unicorns of Love,Yasuo,Zoe,Lulu,Irelia,Ryze,Fizz,0
EULCS,2018-2,43266.534,1,1,Red,ADC,Samux,Unicorns of Love,Lucian,Zoe,Lulu,Irelia,Ryze,Fizz,0
EULCS,2018-2,43266.534,1,1,Red,Support,Totoro,Unicorns of Love,Tahm Kench,Zoe,Lulu,Irelia,Ryze,Fizz,0
EULCS,2018-2,43266.534,1,1,Blue,Team,Team,Schalke 04, ,Vladimir,Ornn,Taric,Alistar,Rakan,1
EULCS,2018-2,43266.534,1,1,Red,Team,Team,Unicorns of Love, ,Zoe,Lulu,Irelia,Ryze,Fizz,0
EULCS,2018-2,43266.57421,1,1,Blue,Top,Wunder,G2 Esports,Dr. Mundo,Vladimir,Camille,Lulu,Skarner,Nocturne,1
EULCS,2018-2,43266.57421,1,1,Blue,Jungle,Jankos,G2 Esports,Trundle,Vladimir,Camille,Lulu,Skarner,Nocturne,1
EULCS,2018-2,43266.57421,1,1,Blue,Middle,Perkz,G2 Esports,Zoe,Vladimir,Camille,Lulu,Skarner,Nocturne,1
EULCS,2018-2,43266.57421,1,1,Blue,ADC,Hjarnan,G2 Esports,Heimerdinger,Vladimir,Camille,Lulu,Skarner,Nocturne,1
EULCS,2018-2,43266.57421,1,1,Blue,Support,Wadid,G2 Esports,Fiddlesticks,Vladimir,Camille,Lulu,Skarner,Nocturne,1
EULCS,2018-2,43266.57421,1,1,Red,Top,Profit,Roccat,Ornn,Irelia,Taliyah,Taric,Aatrox,Ezreal,0
EULCS,2018-2,43266.57421,1,1,Red,Jungle,Memento,Roccat,Hecarim,Irelia,Taliyah,Taric,Aatrox,Ezreal,0
EULCS,2018-2,43266.57421,1,1,Red,Middle,Blanc,Roccat,Yasuo,Irelia,Taliyah,Taric,Aatrox,Ezreal,0
EULCS,2018-2,43266.57421,1,1,Red,ADC,HeaQ,Roccat,Xayah,Irelia,Taliyah,Taric,Aatrox,Ezreal,0
EULCS,2018-2,43266.57421,1,1,Red,Support,Norskeren,Roccat,Rakan,Irelia,Taliyah,Taric,Aatrox,Ezreal,0
EULCS,2018-2,43266.57421,1,1,Blue,Team,Team,G2 Esports, ,Vladimir,Camille,Lulu,Skarner,Nocturne,1
EULCS,2018-2,43266.57421,1,1,Red,Team,Team,Roccat, ,Irelia,Taliyah,Taric,Aatrox,Ezreal,0
EULCS,2018-2,43266.60719,1,1,Blue,Top,sOAZ,Fnatic,Cho'gath,Zoe,Yasuo,Taliyah,Fiddlesticks,Vladimir,0
EULCS,2018-2,43266.60719,1,1,Blue,Jungle,Broxah,Fnatic,Taric,Zoe,Yasuo,Taliyah,Fiddlesticks,Vladimir,0
EULCS,2018-2,43266.60719,1,1,Blue,Middle,Caps,Fnatic,Kai'Sa,Zoe,Yasuo,Taliyah,Fiddlesticks,Vladimir,0
EULCS,2018-2,43266.60719,1,1,Blue,ADC,Rekkles,Fnatic,Janna,Zoe,Yasuo,Taliyah,Fiddlesticks,Vladimir,0
EULCS,2018-2,43266.60719,1,1,Blue,Support,Hylissang,Fnatic,Rakan,Zoe,Yasuo,Taliyah,Fiddlesticks,Vladimir,0
EULCS,2018-2,43266.60719,1,1,Red,Top,Alphari,Misfits,Shen,Irelia,Braum,Ornn,Karma,Master Yi,1
EULCS,2018-2,43266.60719,1,1,Red,Jungle,Maxlore,Misfits,Camille,Irelia,Braum,Ornn,Karma,Master Yi,1
EULCS,2018-2,43266.60719,1,1,Red,Middle,Sencux,Misfits,Lulu,Irelia,Braum,Ornn,Karma,Master Yi,1
EULCS,2018-2,43266.60719,1,1,Red,ADC,Hans Sama,Misfits,Draven,Irelia,Braum,Ornn,Karma,Master Yi,1
EULCS,2018-2,43266.60719,1,1,Red,Support,Mikyx,Misfits,Morgana,Irelia,Braum,Ornn,Karma,Master Yi,1
EULCS,2018-2,43266.60719,1,1,Blue,Team,Team,Fnatic, ,Zoe,Yasuo,Taliyah,Fiddlesticks,Vladimir,0
EULCS,2018-2,43266.60719,1,1,Red,Team,Team,Misfits, ,Irelia,Braum,Ornn,Karma,Master Yi,1
LCK,2018-2,43266.10432,1.4,1,Blue,Top,SoHwan,Jin Air Green Wings,Ornn,Shen,Irelia,Camille,Darius,Morgana,1
LCK,2018-2,43266.10432,1.4,1,Blue,Jungle,UmTi,Jin Air Green Wings,Nidalee,Shen,Irelia,Camille,Darius,Morgana,1
LCK,2018-2,43266.10432,1.4,1,Blue,Middle,Grace,Jin Air Green Wings,Zoe,Shen,Irelia,Camille,Darius,Morgana,1
LCK,2018-2,43266.10432,1.4,1,Blue,ADC,Teddy,Jin Air Green Wings,Lucian,Shen,Irelia,Camille,Darius,Morgana,1
LCK,2018-2,43266.10432,1.4,1,Blue,Support,Nova,Jin Air Green Wings,Rakan,Shen,Irelia,Camille,Darius,Morgana,1
LCK,2018-2,43266.10432,1.4,1,Red,Top,Khan,Kingzone DragonX,Dr. Mundo,Vladimir,Master Yi,Taliyah,Soraka,Tahm Kench,0
LCK,2018-2,43266.10432,1.4,1,Red,Jungle,Cuzz,Kingzone DragonX,Graves,Vladimir,Master Yi,Taliyah,Soraka,Tahm Kench,0
LCK,2018-2,43266.10432,1.4,1,Red,Middle,Bdd,Kingzone DragonX,Braum,Vladimir,Master Yi,Taliyah,Soraka,Tahm Kench,0
LCK,2018-2,43266.10432,1.4,1,Red,ADC,PraY,Kingzone DragonX,Ashe,Vladimir,Master Yi,Taliyah,Soraka,Tahm Kench,0
LCK,2018-2,43266.10432,1.4,1,Red,Support,GorillA,Kingzone DragonX,Lulu,Vladimir,Master Yi,Taliyah,Soraka,Tahm Kench,0
LCK,2018-2,43266.10432,1.4,1,Blue,Team,Team,Jin Air Green Wings, ,Shen,Irelia,Camille,Darius,Morgana,1
LCK,2018-2,43266.10432,1.4,1,Red,Team,Team,Kingzone DragonX, ,Vladimir,Master Yi,Taliyah,Soraka,Tahm Kench,0
LCK,2018-2,43266.15917,1.4,2,Blue,Top,Khan,Kingzone DragonX,Dr. Mundo,Vladimir,Shen,Nocturne,Lucian,Rakan,1
LCK,2018-2,43266.15917,1.4,2,Blue,Jungle,Peanut,Kingzone DragonX,Nidalee,Vladimir,Shen,Nocturne,Lucian,Rakan,1
LCK,2018-2,43266.15917,1.4,2,Blue,Middle,Bdd,Kingzone DragonX,Irelia,Vladimir,Shen,Nocturne,Lucian,Rakan,1
LCK,2018-2,43266.15917,1.4,2,Blue,ADC,PraY,Kingzone DragonX,Ezreal,Vladimir,Shen,Nocturne,Lucian,Rakan,1
LCK,2018-2,43266.15917,1.4,2,Blue,Support,GorillA,Kingzone DragonX,Soraka,Vladimir,Shen,Nocturne,Lucian,Rakan,1
LCK,2018-2,43266.15917,1.4,2,Red,Top,SoHwan,Jin Air Green Wings,Ornn,Taliyah,Camille,Zoe,Darius,Alistar,0
LCK,2018-2,43266.15917,1.4,2,Red,Jungle,UmTi,Jin Air Green Wings,Graves,Taliyah,Camille,Zoe,Darius,Alistar,0
LCK,2018-2,43266.15917,1.4,2,Red,Middle,Grace,Jin Air Green Wings,Braum,Taliyah,Camille,Zoe,Darius,Alistar,0
LCK,2018-2,43266.15917,1.4,2,Red,ADC,Teddy,Jin Air Green Wings,Ryze,Taliyah,Camille,Zoe,Darius,Alistar,0
LCK,2018-2,43266.15917,1.4,2,Red,Support,Nova,Jin Air Green Wings,Leona,Taliyah,Camille,Zoe,Darius,Alistar,0
LCK,2018-2,43266.15917,1.4,2,Blue,Team,Team,Kingzone DragonX, ,Vladimir,Shen,Nocturne,Lucian,Rakan,1
LCK,2018-2,43266.15917,1.4,2,Red,Team,Team,Jin Air Green Wings, ,Taliyah,Camille,Zoe,Darius,Alistar,0
LCK,2018-2,43266.20351,1.4,3,Blue,Top,SoHwan,Jin Air Green Wings,Dr. Mundo,Irelia,Shen,Zoe,Morgana,Ezreal,0
LCK,2018-2,43266.20351,1.4,3,Blue,Jungle,KaKAO,Jin Air Green Wings,Camille,Irelia,Shen,Zoe,Morgana,Ezreal,0
LCK,2018-2,43266.20351,1.4,3,Blue,Middle,Grace,Jin Air Green Wings,Ryze,Irelia,Shen,Zoe,Morgana,Ezreal,0
LCK,2018-2,43266.20351,1.4,3,Blue,ADC,Teddy,Jin Air Green Wings,Draven,Irelia,Shen,Zoe,Morgana,Ezreal,0
LCK,2018-2,43266.20351,1.4,3,Blue,Support,Nova,Jin Air Green Wings,Rakan,Irelia,Shen,Zoe,Morgana,Ezreal,0
LCK,2018-2,43266.20351,1.4,3,Red,Top,Khan,Kingzone DragonX,Darius,Vladimir,Master Yi,Braum,Xayah,Ashe,1
LCK,2018-2,43266.20351,1.4,3,Red,Jungle,Peanut,Kingzone DragonX,Nocturne,Vladimir,Master Yi,Braum,Xayah,Ashe,1
LCK,2018-2,43266.20351,1.4,3,Red,Middle,Bdd,Kingzone DragonX,Taliyah,Vladimir,Master Yi,Braum,Xayah,Ashe,1
LCK,2018-2,43266.20351,1.4,3,Red,ADC,PraY,Kingzone DragonX,Lucian,Vladimir,Master Yi,Braum,Xayah,Ashe,1
LCK,2018-2,43266.20351,1.4,3,Red,Support,GorillA,Kingzone DragonX,Lulu,Vladimir,Master Yi,Braum,Xayah,Ashe,1
LCK,2018-2,43266.20351,1.4,3,Blue,Team,Team,Jin Air Green Wings, ,Irelia,Shen,Zoe,Morgana,Ezreal,0
LCK,2018-2,43266.20351,1.4,3,Red,Team,Team,Kingzone DragonX, ,Vladimir,Master Yi,Braum,Xayah,Ashe,1
LCK,2018-2,43266.25605,1.4,1,Blue,Top,CuVee,Gen.G,Ryze,Irelia,Yasuo,Nocturne,Darius,Morgana,1
LCK,2018-2,43266.25605,1.4,1,Blue,Jungle,Haru,Gen.G,Xin Zhao,Irelia,Yasuo,Nocturne,Darius,Morgana,1
LCK,2018-2,43266.25605,1.4,1,Blue,Middle,Fly,Gen.G,Zoe,Irelia,Yasuo,Nocturne,Darius,Morgana,1
LCK,2018-2,43266.25605,1.4,1,Blue,ADC,Ruler,Gen.G,Xayah,Irelia,Yasuo,Nocturne,Darius,Morgana,1
LCK,2018-2,43266.25605,1.4,1,Blue,Support,CoreJJ,Gen.G,Rakan,Irelia,Yasuo,Nocturne,Darius,Morgana,1
LCK,2018-2,43266.25605,1.4,1,Red,Top,Thal,SK Telecom T1,Dr. Mundo,Camille,Taliyah,Shen,Lucian,Singed,0
LCK,2018-2,43266.25605,1.4,1,Red,Jungle,Blossom,SK Telecom T1,Rengar,Camille,Taliyah,Shen,Lucian,Singed,0
LCK,2018-2,43266.25605,1.4,1,Red,Middle,Faker,SK Telecom T1,Lulu,Camille,Taliyah,Shen,Lucian,Singed,0
LCK,2018-2,43266.25605,1.4,1,Red,ADC,Bang,SK Telecom T1,Ezreal,Camille,Taliyah,Shen,Lucian,Singed,0
LCK,2018-2,43266.25605,1.4,1,Red,Support,Wolf,SK Telecom T1,Kennen,Camille,Taliyah,Shen,Lucian,Singed,0
LCK,2018-2,43266.25605,1.4,1,Blue,Team,Team,Gen.G, ,Irelia,Yasuo,Nocturne,Darius,Morgana,1
LCK,2018-2,43266.25605,1.4,1,Red,Team,Team,SK Telecom T1, ,Camille,Taliyah,Shen,Lucian,Singed,0
LCK,2018-2,43266.31083,1.4,2,Blue,Top,Thal,SK Telecom T1,Karthus,Rakan,Zoe,Taliyah,Ryze,Singed,0
LCK,2018-2,43266.31083,1.4,2,Blue,Jungle,Blossom,SK Telecom T1,Master Yi,Rakan,Zoe,Taliyah,Ryze,Singed,0
LCK,2018-2,43266.31083,1.4,2,Blue,Middle,Faker,SK Telecom T1,Taric,Rakan,Zoe,Taliyah,Ryze,Singed,0
LCK,2018-2,43266.31083,1.4,2,Blue,ADC,Bang,SK Telecom T1,Ezreal,Rakan,Zoe,Taliyah,Ryze,Singed,0
LCK,2018-2,43266.31083,1.4,2,Blue,Support,Wolf,SK Telecom T1,Shen,Rakan,Zoe,Taliyah,Ryze,Singed,0
LCK,2018-2,43266.31083,1.4,2,Red,Top,CuVee,Gen.G,Cho'gath,Irelia,Yasuo,Lulu,Darius,Dr. Mundo,1
LCK,2018-2,43266.31083,1.4,2,Red,Jungle,Haru,Gen.G,Camille,Irelia,Yasuo,Lulu,Darius,Dr. Mundo,1
LCK,2018-2,43266.31083,1.4,2,Red,Middle,Fly,Gen.G,Braum,Irelia,Yasuo,Lulu,Darius,Dr. Mundo,1
LCK,2018-2,43266.31083,1.4,2,Red,ADC,Ruler,Gen.G,Ashe,Irelia,Yasuo,Lulu,Darius,Dr. Mundo,1
LCK,2018-2,43266.31083,1.4,2,Red,Support,CoreJJ,Gen.G,Tahm Kench,Irelia,Yasuo,Lulu,Darius,Dr. Mundo,1
LCK,2018-2,43266.31083,1.4,2,Blue,Team,Team,SK Telecom T1, ,Rakan,Zoe,Taliyah,Ryze,Singed,0
LCK,2018-2,43266.31083,1.4,2,Red,Team,Team,Gen.G, ,Irelia,Yasuo,Lulu,Darius,Dr. Mundo,1
EULCS,2018-2,43267.38645,1,2,Blue,Top,Profit,Roccat,Vladimir,Ryze,Taric,Darius,Aatrox,Dr. Mundo,1
EULCS,2018-2,43267.38645,1,2,Blue,Jungle,Memento,Roccat,Graves,Ryze,Taric,Darius,Aatrox,Dr. Mundo,1
EULCS,2018-2,43267.38645,1,2,Blue,Middle,Blanc,Roccat,Lissandra,Ryze,Taric,Darius,Aatrox,Dr. Mundo,1
EULCS,2018-2,43267.38645,1,2,Blue,ADC,HeaQ,Roccat,Ziggs,Ryze,Taric,Darius,Aatrox,Dr. Mundo,1
EULCS,2018-2,43267.38645,1,2,Blue,Support,Norskeren,Roccat,Pyke,Ryze,Taric,Darius,Aatrox,Dr. Mundo,1
EULCS,2018-2,43267.38645,1,2,Red,Top,Smittyj,H2K,Cho'gath,Zoe,Taliyah,Irelia,Soraka,Morgana,0
EULCS,2018-2,43267.38645,1,2,Red,Jungle,Shook,H2K,Nocturne,Zoe,Taliyah,Irelia,Soraka,Morgana,0
EULCS,2018-2,43267.38645,1,2,Red,Middle,Selfie,H2K,Lulu,Zoe,Taliyah,Irelia,Soraka,Morgana,0
EULCS,2018-2,43267.38645,1,2,Red,ADC,Sheriff,H2K,Draven,Zoe,Taliyah,Irelia,Soraka,Morgana,0
EULCS,2018-2,43267.38645,1,2,Red,Support,promisq,H2K,Fiddlesticks,Zoe,Taliyah,Irelia,Soraka,Morgana,0
EULCS,2018-2,43267.38645,1,2,Blue,Team,Team,Roccat, ,Ryze,Taric,Darius,Aatrox,Dr. Mundo,1
EULCS,2018-2,43267.38645,1,2,Red,Team,Team,H2K, ,Zoe,Taliyah,Irelia,Soraka,Morgana,0
EULCS,2018-2,43267.44332,1,2,Blue,Top,Alphari,Misfits,Dr. Mundo,Vladimir,Yasuo,Rakan,Gangplank,Ezreal,1
EULCS,2018-2,43267.44332,1,2,Blue,Jungle,Maxlore,Misfits,Taliyah,Vladimir,Yasuo,Rakan,Gangplank,Ezreal,1
EULCS,2018-2,43267.44332,1,2,Blue,Middle,Sencux,Misfits,Aurelion Sol,Vladimir,Yasuo,Rakan,Gangplank,Ezreal,1
EULCS,2018-2,43267.44332,1,2,Blue,ADC,Hans Sama,Misfits,Varus,Vladimir,Yasuo,Rakan,Gangplank,Ezreal,1
EULCS,2018-2,43267.44332,1,2,Blue,Support,Mikyx,Misfits,Gragas,Vladimir,Yasuo,Rakan,Gangplank,Ezreal,1
EULCS,2018-2,43267.44332,1,2,Red,Top,WhiteKnight,Unicorns of Love,Darius,Zoe,Irelia,Morgana,Zyra,Tahm Kench,0
EULCS,2018-2,43267.44332,1,2,Red,Jungle,Kold,Unicorns of Love,Camille,Zoe,Irelia,Morgana,Zyra,Tahm Kench,0
EULCS,2018-2,43267.44332,1,2,Red,Middle,Exileh,Unicorns of Love,Ryze,Zoe,Irelia,Morgana,Zyra,Tahm Kench,0
EULCS,2018-2,43267.44332,1,2,Red,ADC,Samux,Unicorns of Love,Lulu,Zoe,Irelia,Morgana,Zyra,Tahm Kench,0
EULCS,2018-2,43267.44332,1,2,Red,Support,Totoro,Unicorns of Love,Alistar,Zoe,Irelia,Morgana,Zyra,Tahm Kench,0
EULCS,2018-2,43267.44332,1,2,Blue,Team,Team,Misfits, ,Vladimir,Yasuo,Rakan,Gangplank,Ezreal,1
EULCS,2018-2,43267.44332,1,2,Red,Team,Team,Unicorns of Love, ,Zoe,Irelia,Morgana,Zyra,Tahm Kench,0
EULCS,2018-2,43267.4766,1,2,Blue,Top,Cabochard,Vitality,Ornn,Braum,Vladimir,Taric,Dr. Mundo,Darius,1
EULCS,2018-2,43267.4766,1,2,Blue,Jungle,Gilius,Vitality,Taliyah,Braum,Vladimir,Taric,Dr. Mundo,Darius,1
EULCS,2018-2,43267.4766,1,2,Blue,Middle,Jiizuke,Vitality,Talon,Braum,Vladimir,Taric,Dr. Mundo,Darius,1
EULCS,2018-2,43267.4766,1,2,Blue,ADC,Attila,Vitality,Lux,Braum,Vladimir,Taric,Dr. Mundo,Darius,1
EULCS,2018-2,43267.4766,1,2,Blue,Support,Jactroll,Vitality,Pyke,Braum,Vladimir,Taric,Dr. Mundo,Darius,1
EULCS,2018-2,43267.4766,1,2,Red,Top,Ruin,Giants Gaming,Gangplank,Zoe,Irelia,Aatrox,Heimerdinger,Thresh,0
EULCS,2018-2,43267.4766,1,2,Red,Jungle,Djoko,Giants Gaming,Xin Zhao,Zoe,Irelia,Aatrox,Heimerdinger,Thresh,0
EULCS,2018-2,43267.4766,1,2,Red,Middle,Betsy,Giants Gaming,Lulu,Zoe,Irelia,Aatrox,Heimerdinger,Thresh,0
EULCS,2018-2,43267.4766,1,2,Red,ADC,Steeelback,Giants Gaming,Ezreal,Zoe,Irelia,Aatrox,Heimerdinger,Thresh,0
EULCS,2018-2,43267.4766,1,2,Red,Support,SirNukesAlot,Giants Gaming,Fiddlesticks,Zoe,Irelia,Aatrox,Heimerdinger,Thresh,0
EULCS,2018-2,43267.4766,1,2,Blue,Team,Team,Vitality, ,Braum,Vladimir,Taric,Dr. Mundo,Darius,1
EULCS,2018-2,43267.4766,1,2,Red,Team,Team,Giants Gaming, ,Zoe,Irelia,Aatrox,Heimerdinger,Thresh,0
EULCS,2018-2,43267.51301,1,2,Blue,Top,Bwipo,Fnatic,Singed,Zoe,Lulu,Irelia,Pyke,Lucian,1
EULCS,2018-2,43267.51301,1,2,Blue,Jungle,Broxah,Fnatic,Nunu,Zoe,Lulu,Irelia,Pyke,Lucian,1
EULCS,2018-2,43267.51301,1,2,Blue,Middle,Caps,Fnatic,Kai'Sa,Zoe,Lulu,Irelia,Pyke,Lucian,1
EULCS,2018-2,43267.51301,1,2,Blue,ADC,Rekkles,Fnatic,Karma,Zoe,Lulu,Irelia,Pyke,Lucian,1
EULCS,2018-2,43267.51301,1,2,Blue,Support,Hylissang,Fnatic,Morgana,Zoe,Lulu,Irelia,Pyke,Lucian,1
EULCS,2018-2,43267.51301,1,2,Red,Top,Vizicsacsi,Schalke 04,Renekton,Ornn,Taric,Braum,Dr. Mundo,Fiddlesticks,0
EULCS,2018-2,43267.51301,1,2,Red,Jungle,Amazing,Schalke 04,Camille,Ornn,Taric,Braum,Dr. Mundo,Fiddlesticks,0
EULCS,2018-2,43267.51301,1,2,Red,Middle,Nukeduck,Schalke 04,Twisted Fate,Ornn,Taric,Braum,Dr. Mundo,Fiddlesticks,0
EULCS,2018-2,43267.51301,1,2,Red,ADC,Upset,Schalke 04,Varus,Ornn,Taric,Braum,Dr. Mundo,Fiddlesticks,0
EULCS,2018-2,43267.51301,1,2,Red,Support,Vander,Schalke 04,Shen,Ornn,Taric,Braum,Dr. Mundo,Fiddlesticks,0
EULCS,2018-2,43267.51301,1,2,Blue,Team,Team,Fnatic, ,Zoe,Lulu,Irelia,Pyke,Lucian,1
EULCS,2018-2,43267.51301,1,2,Red,Team,Team,Schalke 04, ,Ornn,Taric,Braum,Dr. Mundo,Fiddlesticks,0
EULCS,2018-2,43267.54966,1,2,Blue,Top,Wunder,G2 Esports,Aatrox,Vladimir,Camille,Lulu,Ryze,Cassiopeia,1
EULCS,2018-2,43267.54966,1,2,Blue,Jungle,Jankos,G2 Esports,Braum,Vladimir,Camille,Lulu,Ryze,Cassiopeia,1
EULCS,2018-2,43267.54966,1,2,Blue,Middle,Perkz,G2 Esports,Kai'Sa,Vladimir,Camille,Lulu,Ryze,Cassiopeia,1
