league,split,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
EULCS,2018-2,2,2,Red,Team,Team,Splyce, ,Ryze,Nocturne,Alistar,Kindred,Sejuani,0
EULCS,2018-2,2,2,Blue,Team,Team,Fnatic, ,Zoe,Aatrox,Taliyah,Heimerdinger,Ziggs,1
EULCS,2018-2,2,2,Red,Team,Team,Vitality, ,Kai'Sa,Nocturne,Ornn,Tahm Kench,Braum,0
NALCS,2018-2,2,1,Blue,Team,Team,Counter Logic Gaming, ,Galio,Swain,Xayah,Dr. Mundo,Aatrox,0
NALCS,2018-2,2,1,Red,Team,Team,Team Liquid, ,Taliyah,Nocturne,Braum,Lucian,Ezreal,1
NALCS,2018-2,2,1,Blue,Team,Team,Team SoloMid, ,Braum,Taliyah,Vladimir,Camille,Trundle,0
NALCS,2018-2,2,1,Red,Team,Team,Clutch Gaming, ,Irelia,Zoe,Lulu,Cassiopeia,Varus,1
LCK,2018-2,2.5,1,Blue,Team,Team,KT Rolster, ,Ezreal,Camille,Morgana,Trundle,Gangplank,1
LCK,2018-2,2.5,1,Red,Team,Team,Gen.G, ,Swain,Nocturne,Kai'sa,Zoe,Taliyah,0
LCK,2018-2,2.5,2,Blue,Team,Team,Gen.G, ,Swain,Nocturne,Morgana,Ashe,Varus,0
LCK,2018-2,2.5,2,Red,Team,Team,KT Rolster, ,Ezreal,Tahm Kench,Rakan,Ornn,Dr. Mundo,1
LCK,2018-2,2.5,1,Blue,Team,Team,Hanwha Life Esports, ,Camille,Lulu,Taliyah,Anivia,Yasuo,1
LCK,2018-2,2.5,1,Red,Team,Team,Afreeca Freecs, ,Kai'Sa,Ryze,Zoe,Darius,Ornn,0
LCK,2018-2,2.5,2,Blue,Team,Team,Afreeca Freecs, ,Taliyah,Lulu,Ryze,Morgana,Karma,1
LCK,2018-2,2.5,2,Red,Team,Team,Hanwha Life Esports, ,Zoe,Nocturne,Camille,Lissandra,Rakan,0
LCK,2018-2,2.5,3,Blue,Team,Team,Hanwha Life Esports, ,Taliyah,Lulu,Camille,Trundle,LeBlanc,1
LCK,2018-2,2.5,3,Red,Team,Team,Afreeca Freecs, ,Kai'Sa,Nocturne,Swain,Soraka,Alistar,0
NALCS,2018-2,2,1,Blue,Team,Team,OpTic Gaming, ,Yasuo,Xin Zhao,Taliyah,Camille,Ryze,1
NALCS,2018-2,2,1,Red,Team,Team,Echo Fox, ,Zoe,Nocturne,Ziggs,Graves,Syndra,0
NALCS,2018-2,2,1,Blue,Team,Team,100 Thieves, ,Kai'Sa,Taliyah,Dr. Mundo,Galio,Malphite,1
NALCS,2018-2,2,1,Red,Team,Team,FlyQuest, ,Zoe,Irelia,Trundle,Leona,Alistar,0
NALCS,2018-2,2,1,Blue,Team,Team,Golden Guardians, ,Morgana,Nocturne,Irelia,Aatrox,Gangplank,1
NALCS,2018-2,2,1,Red,Team,Team,Cloud9, ,Taliyah,Camille,Rakan,Graves,Sejuani,0
NALCS,2018-2,2,2,Blue,Team,Team,FlyQuest, ,Ornn,Ziggs,Viktor,Lulu,Syndra,1
NALCS,2018-2,2,2,Red,Team,Team,OpTic Gaming, ,Nocturne,Kai'sa,Irelia,Aatrox,Zoe,0
NALCS,2018-2,2,2,Blue,Team,Team,Cloud9, ,Morgana,Swain,Shen,Alistar,Lulu,0
NALCS,2018-2,2,2,Red,Team,Team,100 Thieves, ,Nocturne,Taliyah,Zoe,Evelynn,Trundle,1
EULCS,2018-2,8,2,Blue,Team,Team,Roccat, ,Ryze,Dr. Mundo,Akali,Zoe,Talon,0
EULCS,2018-2,8,2,Red,Team,Team,Unicorns of Love, ,Taliyah,Varus,Trundle,Rakan,Shen,1
NALCS,2018-2,2,2,Blue,Team,Team,Team Liquid, ,Nocturne,Swain,Zoe,Xayah,Trundle,1
NALCS,2018-2,2,2,Red,Team,Team,Team SoloMid, ,Taliyah,Jax,Malphite,Dr. Mundo,Ornn,0
NALCS,2018-2,2,2,Blue,Team,Team,Clutch Gaming, ,Braum,Taliyah,Irelia,Rakan,Alistar,0
NALCS,2018-2,2,2,Red,Team,Team,Counter Logic Gaming, ,Zoe,Nocturne,Brand,Morgana,Varus,1
NALCS,2018-2,2,2,Blue,Team,Team,Echo Fox, ,Shen,Tahm Kench,Zoe,Morgana,Aatrox,1
NALCS,2018-2,2,2,Red,Team,Team,Golden Guardians, ,Taliyah,Irelia,Nocturne,Ornn,Dr. Mundo,0
LCK,2018-2,2.6,1,Blue,Team,Team,SK Telecom T1, ,Zoe,Camille,Nocturne,Morgana,Syndra,1
LCK,2018-2,2.6,1,Red,Team,Team,Jin Air Green Wings, ,Swain,Lulu,Nasus,Trundle,Skarner,0
LCK,2018-2,2.6,2,Blue,Team,Team,Jin Air Green Wings, ,Taliyah,Xayah,Irelia,Yasuo,Morgana,0
LCK,2018-2,2.6,2,Red,Team,Team,SK Telecom T1, ,Nocturne,Swain,Lulu,Dr. Mundo,Jax,1
LCK,2018-2,2.6,1,Blue,Team,Team,BBQ Olivers, ,Taliyah,Kai'sa,Zoe,Morgana,Tahm Kench,0
LCK,2018-2,2.6,1,Red,Team,Team,Kingzone DragonX, ,Swain,Nocturne,Lulu,Yasuo,Alistar,1
LCK,2018-2,2.6,2,Blue,Team,Team,Kingzone DragonX, ,Swain,Rakan,Vladimir,Lucian,Kog'Maw,1
LCK,2018-2,2.6,2,Red,Team,Team,BBQ Olivers, ,Kai'Sa,Master Yi,Zoe,Dr. Mundo,Kled,0
LPL,2018-2,2,1,Blue,Team,Team,Suning Gaming, ,Zoe,Camille,Ryze,Morgana,Rakan,1
LPL,2018-2,2,1,Red,Team,Team,Bilibili Gaming, ,Lucian,Swain,Darius,Fiddlesticks,Alistar,0
LPL,2018-2,2,2,Blue,Team,Team,Suning Gaming, ,Zoe,Camille,Morgana,Alistar,Fiddlesticks,1
LPL,2018-2,2,2,Red,Team,Team,Bilibili Gaming, ,Graves,Dr. Mundo,Lucian,Gangplank,Singed,0
LPL,2018-2,2,1,Blue,Team,Team,Edward Gaming, ,Vladimir,Trundle,Yasuo,Ryze,Gangplank,1
LPL,2018-2,2,1,Red,Team,Team,OMG, ,Nocturne,Zoe,Fiddlesticks,Sejuani,Olaf,0
LPL,2018-2,2,2,Blue,Team,Team,OMG, ,Singed,Nocturne,Irelia,LeBlanc,Dr. Mundo,0
LPL,2018-2,2,2,Red,Team,Team,Edward Gaming, ,Trundle,Ryze,Morgana,Vladimir,Lucian,1
LPL,2018-2,2,1,Blue,Team,Team,Team WE, ,Darius,Kai'sa,Zoe,Braum,Aatrox,0
LPL,2018-2,2,1,Red,Team,Team,Edward Gaming, ,Shen,Swain,Nocturne,Vladimir,Ryze,1
LPL,2018-2,2,2,Blue,Team,Team,Edward Gaming, ,Shen,Swain,Irelia,Gangplank,Dr. Mundo,1
LPL,2018-2,2,2,Red,Team,Team,Team WE, ,Kai'Sa,Zoe,Nocturne,Rek'Sai,Sejuani,0
LPL,2018-2,2,1,Blue,Team,Team,Invictus Gaming, ,Alistar,Irelia,Master Yi,Zoe,Nidalee,1
LPL,2018-2,2,1,Red,Team,Team,Vici Gaming, ,Lulu,Rakan,Camille,LeBlanc,Yasuo,0
LPL,2018-2,2,2,Blue,Team,Team,Invictus Gaming, ,Alistar,Irelia,Master Yi,Olaf,Graves,1
LPL,2018-2,2,2,Red,Team,Team,Vici Gaming, ,Taliyah,Camille,Nocturne,Lucian,Rakan,0
LPL,2018-2,2,1,Blue,Team,Team,Vici Gaming, ,Singed,Zoe,Xin Zhao,Fiddlesticks,Ornn,0
LPL,2018-2,2,1,Red,Team,Team,LGD Gaming, ,Vladimir,Camille,Pyke,Darius,Aatrox,1
LPL,2018-2,2,2,Blue,Team,Team,Vici Gaming, ,Singed,Swain,Nocturne,Xin Zhao,Alistar,1
LPL,2018-2,2,2,Red,Team,Team,LGD Gaming, ,Vladimir,Camille,Taliyah,Rakan,Fiddlesticks,0
LPL,2018-2,2,3,Blue,Team,Team,Vici Gaming, ,Singed,Nocturne,Taliyah,Xin Zhao,Fiddlesticks,1
LPL,2018-2,2,3,Red,Team,Team,LGD Gaming, ,Nidalee,Camille,Graves,Rakan,Pyke,0
LPL,2018-2,2,1,Blue,Team,Team,OMG, ,Camille,Zoe,Aatrox,Lulu,Kennen,1
LPL,2018-2,2,1,Red,Team,Team,Topsports Gaming, ,Irelia,Ornn,Taliyah,Ryze,LeBlanc,0
LPL,2018-2,2,2,Blue,Team,Team,Topsports Gaming, ,Irelia,Tahm Kench,Nocturne,Xayah,Vladimir,0
LPL,2018-2,2,2,Red,Team,Team,OMG, ,Graves,Zoe,Taliyah,Jax,Ryze,1
LPL,2018-2,2,1,Blue,Team,Team,Royal Never Give Up, ,Lulu,Morgana,Alistar,Singed,Dr. Mundo,1
LPL,2018-2,2,1,Red,Team,Team,Bilibili Gaming, ,Tahm Kench,Kai'sa,Taliyah,Fiddlesticks,Thresh,0
LPL,2018-2,2,2,Blue,Team,Team,Bilibili Gaming, ,Tahm Kench,Ornn,Taliyah,Singed,Darius,0
LPL,2018-2,2,2,Red,Team,Team,Royal Never Give Up, ,Morgana,Lulu,Kai'sa,Alistar,Lucian,1
LPL,2018-2,2,1,Blue,Team,Team,Royal Never Give Up, ,Fiddlesticks,Rakan,Shen,Camille,Xin Zhao,1
LPL,2018-2,2,1,Red,Team,Team,LGD Gaming, ,Kai'Sa,Lucian,Swain,Ryze,Singed,0
LPL,2018-2,2,2,Blue,Team,Team,LGD Gaming, ,Kai'Sa,Tahm Kench,Zoe,Vladimir,Swain,0
LPL,2018-2,2,2,Red,Team,Team,Royal Never Give Up, ,Fiddlesticks,Irelia,Nocturne,Alistar,Shen,1
LPL,2018-2,2,1,Blue,Team,Team,Royal Never Give Up, ,Swain,Rakan,Graves,Yasuo,Irelia,1
LPL,2018-2,2,1,Red,Team,Team,Suning Gaming, ,Zoe,Camille,Nocturne,Lulu,Karma,0
LPL,2018-2,2,2,Blue,Team,Team,Suning Gaming, ,Zoe,Taliyah,Camille,Kai'Sa,Lulu,0
LPL,2018-2,2,2,Red,Team,Team,Royal Never Give Up, ,Graves,Nocturne,Swain,Kindred,Rek'Sai,1
LPL,2018-2,2,1,Blue,Team,Team,Funplus Phoenix, ,Fiddlesticks,Swain,Taliyah,Kled,Dr. Mundo,0
LPL,2018-2,2,1,Red,Team,Team,Rogue Warriors, ,Camille,Rakan,Alistar,Zoe,Leona,1
LPL,2018-2,2,2,Blue,Team,Team,Funplus Phoenix, ,Aatrox,Fiddlesticks,Lucian,Morgana,Braum,0
LPL,2018-2,2,2,Red,Team,Team,Rogue Warriors, ,Rakan,Alistar,Nocturne,Singed,Gangplank,1
LPL,2018-2,2,1,Blue,Team,Team,Snake Esports, ,Lucian,Taliyah,Lulu,Cassiopeia,Kled,0
LPL,2018-2,2,1,Red,Team,Team,Rogue Warriors, ,Rengar,Master Yi,Graves,Singed,Braum,1
LPL,2018-2,2,2,Blue,Team,Team,Snake Esports, ,Lucian,Taliyah,Lulu,Dr. Mundo,Vladimir,0
LPL,2018-2,2,2,Red,Team,Team,Rogue Warriors, ,Graves,Rengar,Kai'sa,Morgana,Karma,1
LPL,2018-2,2,1,Blue,Team,Team,Suning Gaming, ,Zoe,Camille,Graves,Fiddlesticks,Morgana,0
LPL,2018-2,2,1,Red,Team,Team,JD Gaming, ,Vladimir,Swain,Nocturne,Aatrox,Darius,1
LPL,2018-2,2,2,Blue,Team,Team,Suning Gaming, ,Zoe,Camille,Lucian,Ornn,Dr. Mundo,1
LPL,2018-2,2,2,Red,Team,Team,JD Gaming, ,Vladimir,Swain,Taliyah,Aatrox,Darius,0
LPL,2018-2,2,3,Blue,Team,Team,JD Gaming, ,Swain,Vladimir,Nocturne,Aatrox,Dr. Mundo,1
LPL,2018-2,2,3,Red,Team,Team,Suning Gaming, ,Zoe,LeBlanc,Camille,Ornn,Lulu,0
LPL,2018-2,2,1,Blue,Team,Team,Funplus Phoenix, ,Irelia,Rakan,Vladimir,Dr. Mundo,Singed,1
LPL,2018-2,2,1,Red,Team,Team,Team WE, ,Camille,Karthus,Nocturne,Yasuo,Swain,0
LPL,2018-2,2,2,Blue,Team,Team,Team WE, ,Karthus,Aatrox,Tahm Kench,Ashe,Singed,1
LPL,2018-2,2,2,Red,Team,Team,Funplus Phoenix, ,Nocturne,Rakan,Irelia,Galio,Lulu,0
LPL,2018-2,2,3,Blue,Team,Team,Funplus Phoenix, ,Rakan,Irelia,Camille,Dr. Mundo,Gnar,1
LPL,2018-2,2,3,Red,Team,Team,Team WE, ,Karthus,Aatrox,Lulu,Gangplank,LeBlanc,0
LPL,2018-2,2,1,Blue,Team,Team,OMG, ,Yasuo,Nocturne,Irelia,Dr. Mundo,Aatrox,1
LPL,2018-2,2,1,Red,Team,Team,Team WE, ,Ryze,Taliyah,Zoe,Darius,Jax,0
LPL,2018-2,2,2,Blue,Team,Team,Team WE, ,Camille,Tahm Kench,Zoe,Ornn,Jax,1
LPL,2018-2,2,2,Red,Team,Team,OMG, ,Nocturne,Kai'sa,Irelia,LeBlanc,Talon,0
LPL,2018-2,2,3,Blue,Team,Team,OMG, ,Aatrox,Swain,Nocturne,Dr. Mundo,Singed,0
LPL,2018-2,2,3,Red,Team,Team,Team WE, ,Taliyah,Camille,Irelia,Zoe,Ryze,1
LPL,2018-2,1,1,Blue,Team,Team,Rogue Warriors, ,Rakan,Ornn,Xin Zhao,Yasuo,Swain,1
LPL,2018-2,1,1,Red,Team,Team,OMG, ,Taliyah,Camille,Graves,Morgana,Tahm Kench,0
LPL,2018-2,1,2,Blue,Team,Team,OMG, ,Camille,Graves,Taliyah,Vladimir,Ryze,0
LPL,2018-2,1,2,Red,Team,Team,Rogue Warriors, ,Rakan,Ornn,Lucian,Alistar,Thresh,1
LPL,2018-2,1,1,Blue,Team,Team,Suning Gaming, ,Zoe,Morgana,Draven,Ornn,LeBlanc,1
LPL,2018-2,1,1,Red,Team,Team,LGD Gaming, ,Taliyah,Graves,Lucian,Alistar,Jax,0
LPL,2018-2,1,2,Blue,Team,Team,Suning Gaming, ,Zoe,Morgana,Draven,Ryze,Singed,1
LPL,2018-2,1,2,Red,Team,Team,LGD Gaming, ,Taliyah,Graves,Swain,Xin Zhao,Camille,0
LPL,2018-2,1,1,Blue,Team,Team,Funplus Phoenix, ,Nocturne,Master Yi,Ryze,Aatrox,Gangplank,0
LPL,2018-2,1,1,Red,Team,Team,Snake Esports, ,Lulu,Taliyah,Lucian,Yasuo,Kennen,1
LPL,2018-2,1,2,Blue,Team,Team,Funplus Phoenix, ,Mordekaiser,Darius,Master Yi,Braum,Jax,0
LPL,2018-2,1,2,Red,Team,Team,Snake Esports, ,Lulu,Taliyah,Lucian,Zoe,Cassiopeia,1
LCK,2018-2,3.1,1,Blue,Team,Team,SK Telecom T1, ,Zoe,Nocturne,Rumble,Renekton,Trundle,0
LCK,2018-2,3.1,1,Red,Team,Team,KT Rolster, ,Xayah,Taliyah,Galio,Soraka,Braum,1
LCK,2018-2,3.1,2,Blue,Team,Team,KT Rolster, ,Xayah,Taliyah,Galio,Ornn,Dr. Mundo,0
LCK,2018-2,3.1,2,Red,Team,Team,SK Telecom T1, ,Nocturne,Swain,Rumble,Kindred,Trundle,1
LCK,2018-2,3.1,3,Blue,Team,Team,SK Telecom T1, ,Swain,Nocturne,Soraka,Rumble,Dr. Mundo,1
LCK,2018-2,3.1,3,Red,Team,Team,KT Rolster, ,Xayah,Taliyah,Zoe,Irelia,Yasuo,0
LCK,2018-2,3.1,1,Blue,Team,Team,Kingzone DragonX, ,Yasuo,Swain,Xayah,Darius,Vladimir,0
LCK,2018-2,3.1,1,Red,Team,Team,Griffin, ,Tahm Kench,Nocturne,Taliyah,Varus,Ashe,1
LCK,2018-2,3.1,2,Blue,Team,Team,Griffin, ,Tahm Kench,Nocturne,Taliyah,Varus,Ashe,1
LCK,2018-2,3.1,2,Red,Team,Team,Kingzone DragonX, ,Sejuani,Morgana,Xayah,Yasuo,Swain,0
LCK,2018-2,3.2,1,Blue,Team,Team,MVP, ,Braum,Kai'sa,Nocturne,Singed,Aatrox,0
LCK,2018-2,3.2,1,Red,Team,Team,Hanwha Life Esports, ,Taric,Taliyah,Camille,Soraka,Tahm Kench,1
LCK,2018-2,3.2,2,Blue,Team,Team,Hanwha Life Esports, ,Taric,Camille,Zoe,Xayah,Kalista,1
LCK,2018-2,3.2,2,Red,Team,Team,MVP, ,Nocturne,Kai'sa,Morgana,Ornn,Tahm Kench,0
LCK,2018-2,3.2,1,Blue,Team,Team,Gen.G, ,Aatrox,Swain,Kai'sa,Ezreal,Yasuo,1
LCK,2018-2,3.2,1,Red,Team,Team,BBQ Olivers, ,Nocturne,Taliyah,Zoe,Darius,Ornn,0
LCK,2018-2,3.2,2,Blue,Team,Team,BBQ Olivers, ,Rakan,Tahm Kench,Galio,Dr. Mundo,Renekton,1
LCK,2018-2,3.2,2,Red,Team,Team,Gen.G, ,Taliyah,Nocturne,Zoe,Soraka,Shen,0
LCK,2018-2,3.2,3,Blue,Team,Team,Gen.G, ,Swain,Aatrox,Morgana,Alistar,Pyke,1
LCK,2018-2,3.2,3,Red,Team,Team,BBQ Olivers, ,Camille,Nocturne,Taliyah,Kennen,Rengar,0
LCK,2018-2,3.2,1,Blue,Team,Team,Jin Air Green Wings, ,Yasuo,Morgana,Sejuani,Shen,Ezreal,0
LCK,2018-2,3.2,1,Red,Team,Team,Afreeca Freecs, ,Nocturne,Taliyah,Rakan,Varus,Soraka,1
LCK,2018-2,3.2,2,Blue,Team,Team,Afreeca Freecs, ,Camille,Morgana,Swain,Ryze,Varus,0
LCK,2018-2,3.2,2,Red,Team,Team,Jin Air Green Wings, ,Taliyah,Nocturne,,Trundle,Shen,1
LCK,2018-2,3.2,3,Blue,Team,Team,Jin Air Green Wings, ,Yasuo,Morgana,Swain,Irelia,Shen,0
LCK,2018-2,3.2,3,Red,Team,Team,Afreeca Freecs, ,Nocturne,Taliyah,Rakan,Renekton,Darius,1
LPL,2018-2,1,3,Blue,Team,Team,JD Gaming, ,Draven,Lucian,Irelia,Kai'Sa,Vladimir,0
LPL,2018-2,1,3,Red,Team,Team,Invictus Gaming, ,Graves,Taliyah,Camille,Xin Zhao,Olaf,1
LCK,2018-2,3.3,1,Blue,Team,Team,KT Rolster, ,Morgana,Shen,Taliyah,Vladimir,Zoe,1
LCK,2018-2,3.3,1,Red,Team,Team,Griffin, ,Nocturne,Tahm Kench,Swain,Varus,Ashe,0
LCK,2018-2,3.3,2,Blue,Team,Team,Griffin, ,Tahm Kench,Galio,Swain,Rakan,Gragas,0
LCK,2018-2,3.3,2,Red,Team,Team,KT Rolster, ,Morgana,Taliyah,Shen,Gangplank,Vladimir,1
LCK,2018-2,3.3,1,Blue,Team,Team,Kingzone DragonX, ,Yasuo,Irelia,Aatrox,Vel'koz,Talon,1
LCK,2018-2,3.3,1,Red,Team,Team,SK Telecom T1, ,Nocturne,Taliyah,Zoe,Dr. Mundo,Shen,0
LCK,2018-2,3.3,2,Blue,Team,Team,SK Telecom T1, ,Nocturne,Aatrox,Zoe,Jayce,Heimerdinger,0
LCK,2018-2,3.3,2,Red,Team,Team,Kingzone DragonX, ,Sejuani,Morgana,Taliyah,Skarner,Trundle,1
LCK,2018-2,3.4,1,Blue,Team,Team,Afreeca Freecs, ,Zoe,Camille,Sejuani,Gangplank,Varus,1
LCK,2018-2,3.4,1,Red,Team,Team,MVP, ,Aatrox,Nocturne,Taliyah,Anivia,Olaf,0
LCK,2018-2,3.4,2,Blue,Team,Team,MVP, ,Aatrox,Rakan,Nocturne,Darius,Gangplank,0
LCK,2018-2,3.4,2,Red,Team,Team,Afreeca Freecs, ,Taliyah,Zoe,Sejuani,Anivia,Dr. Mundo,1
LCK,2018-2,3.4,1,Blue,Team,Team,Jin Air Green Wings, ,Ezreal,Camille,Rakan,Varus,Lulu,0
LCK,2018-2,3.4,1,Red,Team,Team,Gen.G, ,Zoe,Nocturne,Taliyah,Morgana,Lucian,1
LCK,2018-2,3.4,2,Blue,Team,Team,Gen.G, ,Yasuo,Aatrox,Nocturne,Lucian,Morgana,1
LCK,2018-2,3.4,2,Red,Team,Team,Jin Air Green Wings, ,Rakan,Taliyah,Tahm Kench,Ezreal,Varus,0
EULCS,2018-2,3,1,Blue,Team,Team,Giants Gaming, ,Braum,Dr. Mundo,Yasuo,Morgana,Pyke,0
EULCS,2018-2,3,1,Red,Team,Team,Roccat, ,Nocturne,Taliyah,Tahm Kench,Trundle,Skarner,1
EULCS,2018-2,3,1,Blue,Team,Team,Misfits, ,Vladimir,Yasuo,Zoe,Darius,Sejuani,1
EULCS,2018-2,3,1,Red,Team,Team,Schalke 04, ,Taliyah,Aatrox,Nocturne,Rakan,Morgana,0
EULCS,2018-2,3,1,Blue,Team,Team,Splyce, ,Vladimir,Irelia,Kai'sa,Jax,Fiora,1
EULCS,2018-2,3,1,Red,Team,Team,H2K, ,Nocturne,Taliyah,Swain,Pyke,Camille,0
EULCS,2018-2,3,1,Blue,Team,Team,Unicorns of Love, ,Aatrox,Zoe,Taliyah,Sejuani,Mordekaiser,0
EULCS,2018-2,3,1,Red,Team,Team,Vitality, ,Trundle,Alistar,Dr. Mundo,Ornn,Ziggs,1
EULCS,2018-2,3,1,Blue,Team,Team,Fnatic, ,Braum,Heimerdinger,Aatrox,Kai'Sa,Taric,0
EULCS,2018-2,3,1,Red,Team,Team,G2 Esports, ,Nocturne,Yasuo,Taliyah,Sejuani,Trundle,1
EULCS,2018-2,3,2,Blue,Team,Team,Misfits, ,Vladimir,Swain,Aatrox,Kayle,Trundle,1
EULCS,2018-2,3,2,Red,Team,Team,H2K, ,Nocturne,Taliyah,Braum,Alistar,Pyke,0
EULCS,2018-2,3,2,Blue,Team,Team,Vitality, ,Irelia,Trundle,Lucian,Sejuani,Darius,1
EULCS,2018-2,3,2,Red,Team,Team,Schalke 04, ,Aatrox,Nocturne,Swain,Mordekaiser,Ryze,0
EULCS,2018-2,3,2,Blue,Team,Team,Giants Gaming, ,Ryze,Swain,Aatrox,Rakan,Alistar,0
EULCS,2018-2,3,2,Red,Team,Team,Fnatic, ,Taliyah,Nocturne,Camille,Morgana,Tahm Kench,1
EULCS,2018-2,3,2,Blue,Team,Team,Splyce, ,Vladimir,Irelia,Swain,Jax,Ziggs,1
EULCS,2018-2,3,2,Red,Team,Team,Roccat, ,Nocturne,Taliyah,Trundle,Rakan,Tahm Kench,0
EULCS,2018-2,3,2,Blue,Team,Team,G2 Esports, ,Swain,Alistar,Taliyah,Vladimir,Ryze,1
EULCS,2018-2,3,2,Red,Team,Team,Unicorns of Love, ,Braum,Rakan,Nocturne,Morgana,Yasuo,0
NALCS,2018-2,3,1,Blue,Team,Team,Cloud9, ,Xayah,Kai'sa,Taliyah,Lucian,Ezreal,0
NALCS,2018-2,3,1,Red,Team,Team,Team SoloMid, ,Zoe,Swain,Yasuo,Vladimir,Fiora,1
NALCS,2018-2,3,1,Blue,Team,Team,Team Liquid, ,Morgana,Nocturne,Taliyah,Braum,Nunu,1
NALCS,2018-2,3,1,Red,Team,Team,Echo Fox, ,Aatrox,Swain,Lucian,Ornn,Dr. Mundo,0
NALCS,2018-2,3,1,Blue,Team,Team,100 Thieves, ,Skarner,Nocturne,Varus,Lucian,Kai'Sa,1
NALCS,2018-2,3,1,Red,Team,Team,Clutch Gaming, ,Zoe,Taliyah,Swain,Fiora,Shen,0
NALCS,2018-2,3,1,Blue,Team,Team,FlyQuest, ,Irelia,Morgana,Rakan,Jax,Fiora,1
NALCS,2018-2,3,1,Red,Team,Team,Golden Guardians, ,Nocturne,Taliyah,Zoe,Lulu,Karma,0
NALCS,2018-2,3,1,Blue,Team,Team,OpTic Gaming, ,Aatrox,Taliyah,Nocturne,Galio,Soraka,0
NALCS,2018-2,3,1,Red,Team,Team,Counter Logic Gaming, ,Kayle,Kai'sa,Xayah,Swain,Tahm Kench,1
NALCS,2018-2,3,2,Blue,Team,Team,Golden Guardians, ,Morgana,Nocturne,Zoe,Varus,Ezreal,0
NALCS,2018-2,3,2,Red,Team,Team,Team SoloMid, ,Swain,Taliyah,Rakan,Vladimir,Heimerdinger,1
NALCS,2018-2,3,2,Blue,Team,Team,Counter Logic Gaming, ,Sejuani,Kai'sa,Xayah,Swain,Xin Zhao,0
NALCS,2018-2,3,2,Red,Team,Team,FlyQuest, ,Olaf,Nocturne,Irelia,Renekton,Jax,1
NALCS,2018-2,3,2,Blue,Team,Team,Clutch Gaming, ,Sejuani,Irelia,Zoe,Ornn,Singed,1
NALCS,2018-2,3,2,Red,Team,Team,Team Liquid, ,Xayah,Taliyah,Nocturne,Skarner,Aatrox,0
NALCS,2018-2,3,2,Blue,Team,Team,Cloud9, ,Xayah,Kai'sa,Taliyah,Dr. Mundo,Kindred,0
NALCS,2018-2,3,2,Red,Team,Team,Echo Fox, ,Tahm Kench,Nocturne,Swain,Aatrox,Ornn,1
NALCS,2018-2,3,2,Blue,Team,Team,100 Thieves, ,Kayle,Ornn,Morgana,Lucian,Braum,1
NALCS,2018-2,3,2,Red,Team,Team,OpTic Gaming, ,Taliyah,Nocturne,Aatrox,Darius,Lulu,0
LCK,2018-2,3.5,1,Blue,Team,Team,Hanwha Life Esports, ,Rakan,Camille,Aatrox,Soraka,Pyke,1
LCK,2018-2,3.5,1,Red,Team,Team,Kingzone DragonX, ,Braum,Taliyah,Nocturne,Ezreal,Varus,0
LCK,2018-2,3.5,2,Blue,Team,Team,Kingzone DragonX, ,Swain,Braum,Sejuani,Skarner,Elise,1
LCK,2018-2,3.5,2,Red,Team,Team,Hanwha Life Esports, ,Camille,Taliyah,Nocturne,Renekton,Dr. Mundo,0
LCK,2018-2,3.5,3,Blue,Team,Team,Hanwha Life Esports, ,Camille,Rakan,Morgana,Yasuo,LeBlanc,0
LCK,2018-2,3.5,3,Red,Team,Team,Kingzone DragonX, ,Braum,Taliyah,Nocturne,Ezreal,Vladimir,1
LCK,2018-2,3.5,1,Blue,Team,Team,BBQ Olivers, ,Rakan,Yasuo,Aatrox,Kennen,Darius,0
LCK,2018-2,3.5,1,Red,Team,Team,SK Telecom T1, ,Nocturne,Taliyah,Morgana,Braum,Trundle,1
LCK,2018-2,3.5,2,Blue,Team,Team,SK Telecom T1, ,Morgana,Zoe,Aatrox,Alistar,Shen,1
LCK,2018-2,3.5,2,Red,Team,Team,BBQ Olivers, ,Taliyah,Rakan,Nocturne,Mordekaiser,Darius,0
LCK,2018-2,3.6,1,Blue,Team,Team,Gen.G, ,Swain,Aatrox,Nocturne,Alistar,Shen,0
LCK,2018-2,3.6,1,Red,Team,Team,Afreeca Freecs, ,Taliyah,Tahm Kench,Camille,Trundle,Dr. Mundo,1
LCK,2018-2,3.6,2,Blue,Team,Team,Afreeca Freecs, ,Tahm Kench,Sejuani,Zoe,Braum,Morgana,1
LCK,2018-2,3.6,2,Red,Team,Team,Gen.G, ,Nocturne,Taliyah,Rakan,Yasuo,Camille,0
LCK,2018-2,3.6,1,Blue,Team,Team,KT Rolster, ,Zoe,Rakan,Sejuani,Galio,Vel'koz,1
LCK,2018-2,3.6,1,Red,Team,Team,MVP, ,Aatrox,Taliyah,Nocturne,Ashe,Varus,0
LCK,2018-2,3.6,2,Blue,Team,Team,MVP, ,Aatrox,Taliyah,Swain,Alistar,Kennen,0
LCK,2018-2,3.6,2,Red,Team,Team,KT Rolster, ,Zoe,Sejuani,Nocturne,Vel'koz,Anivia,1
LPL,2018-2,3,1,Blue,Team,Team,Bilibili Gaming, ,Irelia,Aatrox,Lucian,Singed,Morgana,0
LPL,2018-2,3,1,Red,Team,Team,LGD Gaming, ,Heimerdinger,Taliyah,Nocturne,Malzahar,Lulu,1
