league,split,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
LPL,2018-2,3,2,Blue,Team,Team,Bilibili Gaming, ,Aatrox,Vladimir,Lucian,Fiddlesticks,Rakan,1
LPL,2018-2,3,2,Red,Team,Team,LGD Gaming, ,Heimerdinger,Nocturne,Ornn,Pyke,Singed,0
LPL,2018-2,3,3,Blue,Team,Team,LGD Gaming, ,Heimerdinger,Rek'Sai,Ornn,Singed,Dr. Mundo,1
LPL,2018-2,3,3,Red,Team,Team,Bilibili Gaming, ,Aatrox,Taliyah,Lucian,Gangplank,Darius,0
LPL,2018-2,3,1,Blue,Team,Team,Edward Gaming, ,Vladimir,Kled,Aatrox,Ornn,Alistar,1
LPL,2018-2,3,1,Red,Team,Team,Rogue Warriors, ,Zoe,Darius,Nocturne,Kennen,Lucian,0
LPL,2018-2,3,2,Blue,Team,Team,Rogue Warriors, ,Zoe,Nocturne,Irelia,Lulu,Karma,0
LPL,2018-2,3,2,Red,Team,Team,Edward Gaming, ,Kled,Vladimir,Aatrox,Ornn,Ryze,1
LPL,2018-2,3,1,Blue,Team,Team,Edward Gaming, ,Graves,Rengar,Ryze,Taric,Alistar,0
LPL,2018-2,3,1,Red,Team,Team,Snake Esports, ,Lulu,Lucian,Nocturne,Zoe,Morgana,1
LPL,2018-2,3,2,Blue,Team,Team,Snake Esports, ,Taliyah,Lulu,Nocturne,Alistar,Dr. Mundo,1
LPL,2018-2,3,2,Red,Team,Team,Edward Gaming, ,Nautilus,Irelia,Shen,Vladimir,Morgana,0
LPL,2018-2,3,1,Blue,Team,Team,Topsports Gaming, ,Irelia,Yasuo,Lucian,Tahm Kench,Alistar,0
LPL,2018-2,3,1,Red,Team,Team,Edward Gaming, ,Vladimir,Nocturne,Zoe,Aurelion Sol,Ryze,1
LPL,2018-2,3,2,Blue,Team,Team,Topsports Gaming, ,Lulu,Lucian,Zoe,Skarner,Olaf,0
LPL,2018-2,3,2,Red,Team,Team,Edward Gaming, ,Talon,Nocturne,Vladimir,Swain,Darius,1
LPL,2018-2,3,1,Blue,Team,Team,Funplus Phoenix, ,Rakan,Zoe,Swain,Ryze,Sejuani,1
LPL,2018-2,3,1,Red,Team,Team,OMG, ,Camille,Nocturne,Taliyah,Morgana,Kai'Sa,0
LPL,2018-2,3,2,Blue,Team,Team,OMG, ,Camille,Aatrox,Irelia,Lulu,Karma,0
LPL,2018-2,3,2,Red,Team,Team,Funplus Phoenix, ,Rakan,Zoe,Nocturne,Ryze,Vladimir,1
LPL,2018-2,3,1,Blue,Team,Team,Invictus Gaming, ,Morgana,Zoe,Singed,Irelia,Swain,1
LPL,2018-2,3,1,Red,Team,Team,Bilibili Gaming, ,Camille,Lucian,Aatrox,Yasuo,Draven,0
LPL,2018-2,3,2,Blue,Team,Team,Bilibili Gaming, ,Camille,Nocturne,Lucian,Zoe,Lulu,0
LPL,2018-2,3,2,Red,Team,Team,Invictus Gaming, ,Morgana,Singed,Taliyah,Aatrox,Darius,1
LPL,2018-2,3,1,Blue,Team,Team,Invictus Gaming, ,Rakan,Kai'sa,Zoe,Ornn,Jax,1
LPL,2018-2,3,1,Red,Team,Team,Royal Never Give Up, ,Lucian,Shen,Taliyah,Draven,Ashe,0
LPL,2018-2,3,2,Blue,Team,Team,Royal Never Give Up, ,Aatrox,Nocturne,Camille,Yasuo,Galio,1
LPL,2018-2,3,2,Red,Team,Team,Invictus Gaming, ,Rakan,Kai'sa,Zoe,Lucian,Ashe,0
LPL,2018-2,3,3,Blue,Team,Team,Invictus Gaming, ,Rakan,Kai'sa,Shen,Dr. Mundo,Jax,0
LPL,2018-2,3,3,Red,Team,Team,Royal Never Give Up, ,Camille,Swain,Taliyah,Galio,LeBlanc,1
LPL,2018-2,3,1,Blue,Team,Team,Suning Gaming, ,Zoe,Camille,Lulu,Draven,Lucian,0
LPL,2018-2,3,1,Red,Team,Team,Invictus Gaming, ,Taric,Swain,Vladimir,Aatrox,Darius,1
LPL,2018-2,3,2,Blue,Team,Team,Invictus Gaming, ,Taric,Swain,Vladimir,Tahm Kench,Rakan,0
LPL,2018-2,3,2,Red,Team,Team,Suning Gaming, ,Zoe,Camille,Lulu,Draven,Taliyah,1
LPL,2018-2,3,3,Blue,Team,Team,Suning Gaming, ,Zoe,Camille,Lulu,Taliyah,Cassiopeia,0
LPL,2018-2,3,3,Red,Team,Team,Invictus Gaming, ,Taric,Swain,Braum,Rakan,Alistar,1
LPL,2018-2,3,1,Blue,Team,Team,JD Gaming, ,Swain,Taliyah,Shen,Vladimir,Alistar,0
LPL,2018-2,3,1,Red,Team,Team,LGD Gaming, ,Ornn,Lucian,Yasuo,Rakan,Tahm Kench,1
LPL,2018-2,3,2,Blue,Team,Team,LGD Gaming, ,Ornn,Lucian,Malzahar,Kai'Sa,Tahm Kench,0
LPL,2018-2,3,2,Red,Team,Team,JD Gaming, ,Swain,Nocturne,Singed,Alistar,Shen,1
LPL,2018-2,3,3,Blue,Team,Team,JD Gaming, ,Swain,Nocturne,Irelia,Yasuo,Xayah,1
LPL,2018-2,3,3,Red,Team,Team,LGD Gaming, ,Ornn,Lucian,Camille,Dr. Mundo,Fiddlesticks,0
LPL,2018-2,3,1,Blue,Team,Team,Vici Gaming, ,Zoe,Rakan,Graves,LeBlanc,Lucian,0
LPL,2018-2,3,1,Red,Team,Team,JD Gaming, ,Swain,Aatrox,Darius,Tahm Kench,Fiddlesticks,1
LPL,2018-2,3,2,Blue,Team,Team,Vici Gaming, ,Zoe,Rakan,Lucian,LeBlanc,Lulu,0
LPL,2018-2,3,2,Red,Team,Team,JD Gaming, ,Swain,Aatrox,Darius,Tahm Kench,Alistar,1
LPL,2018-2,3,1,Blue,Team,Team,Royal Never Give Up, ,Fiddlesticks,Nocturne,Darius,Morgana,Thresh,1
LPL,2018-2,3,1,Red,Team,Team,Vici Gaming, ,Ornn,Camille,Rakan,Alistar,Vladimir,0
LPL,2018-2,3,2,Blue,Team,Team,Vici Gaming, ,Singed,Rakan,Camille,Kai'Sa,Lucian,0
LPL,2018-2,3,2,Red,Team,Team,Royal Never Give Up, ,Fiddlesticks,Aatrox,Ashe,Irelia,Yasuo,1
LPL,2018-2,3,1,Blue,Team,Team,Rogue Warriors, ,Swain,Shen,Taliyah,Alistar,Singed,1
LPL,2018-2,3,1,Red,Team,Team,Team WE, ,Karthus,Aatrox,Fiddlesticks,Nami,Lulu,0
LPL,2018-2,3,2,Blue,Team,Team,Rogue Warriors, ,Shen,Irelia,Nocturne,Gnar,Singed,1
LPL,2018-2,3,2,Red,Team,Team,Team WE, ,Aatrox,Karthus,Camille,Lulu,Dr. Mundo,0
LPL,2018-2,3,1,Blue,Team,Team,Snake Esports, ,Nocturne,Taliyah,Lucian,Fiddlesticks,Aurelion Sol,0
LPL,2018-2,3,1,Red,Team,Team,Topsports Gaming, ,Taric,Braum,Graves,Olaf,Irelia,1
LPL,2018-2,3,2,Blue,Team,Team,Topsports Gaming, ,Taric,Braum,Aatrox,Shen,Gangplank,1
LPL,2018-2,3,2,Red,Team,Team,Snake Esports, ,Nocturne,Taliyah,Lucian,Zoe,Fiddlesticks,0
LPL,2018-2,3,1,Blue,Team,Team,Topsports Gaming, ,Tahm Kench,Alistar,Morgana,Lulu,Rakan,1
LPL,2018-2,3,1,Red,Team,Team,Funplus Phoenix, ,Taliyah,Zoe,Kennen,Cassiopeia,Aurelion Sol,0
LPL,2018-2,3,2,Blue,Team,Team,Funplus Phoenix, ,Zoe,Taliyah,Camille,Darius,Dr. Mundo,1
LPL,2018-2,3,2,Red,Team,Team,Topsports Gaming, ,Tahm Kench,Nocturne,Kai'sa,Shen,Morgana,0
LPL,2018-2,3,3,Blue,Team,Team,Topsports Gaming, ,Tahm Kench,Aatrox,Kai'sa,Alistar,Braum,1
LPL,2018-2,3,3,Red,Team,Team,Funplus Phoenix, ,Taliyah,Nocturne,Zoe,Shen,,0
LCK,2018-2,4.1,1,Blue,Team,Team,Griffin, ,Rakan,Swain,Nocturne,Gangplank,Kennen,1
LCK,2018-2,4.1,1,Red,Team,Team,Afreeca Freecs, ,Shen,Morgana,Taliyah,Darius,Mordekaiser,0
LCK,2018-2,4.1,2,Blue,Team,Team,Afreeca Freecs, ,Shen,Taliyah,Aatrox,Pyke,Alistar,0
LCK,2018-2,4.1,2,Red,Team,Team,Griffin, ,Rakan,Nocturne,Morgana,Varus,Ashe,1
LCK,2018-2,4.1,1,Blue,Team,Team,KT Rolster, ,Shen,Swain,Sejuani,Tahm Kench,Braum,0
LCK,2018-2,4.1,1,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Taliyah,Nocturne,Darius,Kennen,1
LCK,2018-2,4.1,2,Blue,Team,Team,Hanwha Life Esports, ,Shen,Rakan,Nocturne,Syndra,Vel'koz,1
LCK,2018-2,4.1,2,Red,Team,Team,KT Rolster, ,Zoe,Aatrox,Taliyah,Pyke,Ashe,0
LCK,2018-2,4.2,1,Blue,Team,Team,BBQ Olivers, ,Rakan,Zoe,Nocturne,Yasuo,Kled,0
LCK,2018-2,4.2,1,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Pyke,Taliyah,Vladimir,Ezreal,1
LCK,2018-2,4.2,2,Blue,Team,Team,Jin Air Green Wings, ,Morgana,Rakan,Swain,Jayce,Gangplank,1
LCK,2018-2,4.2,2,Red,Team,Team,BBQ Olivers, ,Zoe,Aatrox,Varus,Ezreal,Galio,0
LCK,2018-2,4.2,1,Blue,Team,Team,MVP, ,Morgana,Nocturne,Zoe,Soraka,Jayce,0
LCK,2018-2,4.2,1,Red,Team,Team,Kingzone DragonX, ,Sion,Aatrox,Taliyah,Syndra,Lulu,1
LCK,2018-2,4.2,2,Blue,Team,Team,Kingzone DragonX, ,Sion,Kled,Kindred,Darius,Kennen,1
LCK,2018-2,4.2,2,Red,Team,Team,MVP, ,Taliyah,Nocturne,Aatrox,Soraka,Vladimir,0
LCK,2018-2,4.3,1,Blue,Team,Team,Griffin, ,Rakan,Taliyah,Morgana,Varus,Xayah,1
LCK,2018-2,4.3,1,Red,Team,Team,Gen.G, ,Vladimir,Aatrox,Zoe,Yasuo,Sejuani,0
LCK,2018-2,4.3,2,Blue,Team,Team,Gen.G, ,Vladimir,Nocturne,Trundle,Darius,Gnar,1
LCK,2018-2,4.3,2,Red,Team,Team,Griffin, ,Rakan,Taliyah,Aatrox,Yasuo,Talon,0
LCK,2018-2,4.3,3,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Swain,Ezreal,Malzahar,1
LCK,2018-2,4.3,3,Red,Team,Team,Gen.G, ,Vladimir,Aatrox,Nocturne,Trundle,Talon,0
LCK,2018-2,4.3,1,Blue,Team,Team,Hanwha Life Esports, ,Tahm Kench,Pyke,Morgana,Camille,Trundle,0
LCK,2018-2,4.3,1,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Nocturne,Taric,Varus,1
LCK,2018-2,4.3,2,Blue,Team,Team,SK Telecom T1, ,Shen,Kindred,Zoe,Darius,LeBlanc,0
LCK,2018-2,4.3,2,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Nocturne,Taliyah,Pyke,Tahm Kench,1
LCK,2018-2,4.3,3,Blue,Team,Team,Hanwha Life Esports, ,Pyke,Galio,Shen,Talon,Yasuo,1
LCK,2018-2,4.3,3,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Nocturne,Varus,Zoe,0
LCK,2018-2,4.4,1,Blue,Team,Team,Kingzone DragonX, ,Lulu,Shen,Darius,Kennen,Gangplank,0
LCK,2018-2,4.4,1,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Taliyah,Nocturne,Tahm Kench,Rakan,1
LCK,2018-2,4.4,2,Blue,Team,Team,Jin Air Green Wings, ,Kled,Morgana,Tahm Kench,Darius,Dr. Mundo,0
LCK,2018-2,4.4,2,Red,Team,Team,Kingzone DragonX, ,Aatrox,Nocturne,Taliyah,LeBlanc,Syndra,1
LCK,2018-2,4.4,3,Blue,Team,Team,Kingzone DragonX, ,Swain,Zoe,Lulu,Gangplank,Jayce,0
LCK,2018-2,4.4,3,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Taliyah,Nocturne,Tahm Kench,Rakan,1
LCK,2018-2,4.4,1,Blue,Team,Team,MVP, ,Shen,Swain,Kled,Talon,Rakan,1
LCK,2018-2,4.4,1,Red,Team,Team,BBQ Olivers, ,Aatrox,Taliyah,Zoe,Darius,Kennen,0
LCK,2018-2,4.4,2,Blue,Team,Team,BBQ Olivers, ,Morgana,Zoe,Shen,Dr. Mundo,Darius,1
LCK,2018-2,4.4,2,Red,Team,Team,MVP, ,Aatrox,Nocturne,Taliyah,Renekton,Rakan,0
LCK,2018-2,4.4,3,Blue,Team,Team,MVP, ,Shen,Kindred,Nocturne,Xayah,Kled,1
LCK,2018-2,4.4,3,Red,Team,Team,BBQ Olivers, ,Aatrox,Zoe,Ezreal,Varus,Ashe,0
LCK,2018-2,4.5,1,Blue,Team,Team,KT Rolster, ,Vladimir,Rakan,Shen,Dr. Mundo,Galio,0
LCK,2018-2,4.5,1,Red,Team,Team,Afreeca Freecs, ,Aatrox,Taliyah,Nocturne,Darius,Kennen,1
LCK,2018-2,4.5,2,Blue,Team,Team,Afreeca Freecs, ,Kindred,Morgana,Taliyah,Sejuani,Camille,0
LCK,2018-2,4.5,2,Red,Team,Team,KT Rolster, ,Aatrox,Rakan,Nocturne,Trundle,Darius,1
LCK,2018-2,4.5,3,Blue,Team,Team,KT Rolster, ,Kindred,Rakan,Shen,Sejuani,Zac,1
LCK,2018-2,4.5,3,Red,Team,Team,Afreeca Freecs, ,Aatrox,Taliyah,Nocturne,Kennen,Jayce,0
LCK,2018-2,4.5,1,Blue,Team,Team,Hanwha Life Esports, ,Tahm Kench,Galio,Swain,Lulu,Vel'koz,1
LCK,2018-2,4.5,1,Red,Team,Team,Gen.G, ,Aatrox,Nocturne,Taliyah,Sejuani,Trundle,0
LCK,2018-2,4.5,3,Blue,Team,Team,Hanwha Life Esports, ,Tahm Kench,Galio,Swain,Talon,Lulu,0
LCK,2018-2,4.5,3,Red,Team,Team,Gen.G, ,Nocturne,Aatrox,Taliyah,Darius,Gnar,1
LCK,2018-2,4.5,2,Blue,Team,Team,Gen.G, ,Zoe,Kindred,Dr. Mundo,Kled,Yasuo,1
LCK,2018-2,4.5,2,Red,Team,Team,Hanwha Life Esports, ,Taliyah,Aatrox,Tahm Kench,Soraka,Braum,0
EULCS,2018-2,4,1,Blue,Team,Team,H2K, ,Zoe,Skarner,Nocturne,Darius,Gnar,0
EULCS,2018-2,4,1,Red,Team,Team,Vitality, ,Aatrox,Alistar,Taliyah,Fiddlesticks,Yasuo,1
EULCS,2018-2,4,1,Blue,Team,Team,Giants Gaming, ,Camille,Pyke,Swain,Dr. Mundo,Heimerdinger,0
EULCS,2018-2,4,1,Red,Team,Team,Schalke 04, ,Nocturne,Taliyah,Aatrox,Shen,Lucian,1
EULCS,2018-2,4,1,Blue,Team,Team,Roccat, ,Taliyah,Talon,Yasuo,Darius,Braum,1
EULCS,2018-2,4,1,Red,Team,Team,Unicorns of Love, ,Nocturne,Aatrox,Rumble,Rakan,Lucian,0
EULCS,2018-2,4,1,Blue,Team,Team,Splyce, ,Yasuo,Taliyah,Swain,Talon,Dr. Mundo,1
EULCS,2018-2,4,1,Red,Team,Team,Fnatic, ,Aatrox,Nocturne,Pyke,Janna,Zilean,0
EULCS,2018-2,4,1,Blue,Team,Team,Misfits, ,Heimerdinger,Braum,Morgana,Darius,Swain,1
EULCS,2018-2,4,1,Red,Team,Team,G2 Esports, ,Aatrox,Taliyah,Nocturne,Trundle,Camille,0
EULCS,2018-2,4,2,Blue,Team,Team,Unicorns of Love, ,Yasuo,Vladimir,Swain,Darius,Galio,1
EULCS,2018-2,4,2,Red,Team,Team,H2K, ,Aatrox,Nocturne,Taliyah,Heimerdinger,Lucian,0
EULCS,2018-2,4,2,Blue,Team,Team,Schalke 04, ,Heimerdinger,Zoe,Nocturne,Trundle,Camille,1
EULCS,2018-2,4,2,Red,Team,Team,Splyce, ,Braum,Morgana,Taliyah,Ryze,Yasuo,0
EULCS,2018-2,4,2,Blue,Team,Team,G2 Esports, ,Swain,Taliyah,Rakan,Talon,Zoe,0
EULCS,2018-2,4,2,Red,Team,Team,Giants Gaming, ,Heimerdinger,Morgana,Braum,Kindred,Sejuani,1
EULCS,2018-2,4,2,Blue,Team,Team,Fnatic, ,Camille,Heimerdinger,Taliyah,Rakan,Pyke,1
EULCS,2018-2,4,2,Red,Team,Team,Roccat, ,Aatrox,Nocturne,Dr. Mundo,Ryze,Swain,0
EULCS,2018-2,4,2,Blue,Team,Team,Misfits, ,Heimerdinger,Alistar,Braum,Darius,Rumble,1
EULCS,2018-2,4,2,Red,Team,Team,Vitality, ,Yasuo,Aatrox,Rakan,Dr. Mundo,Jarvan IV,0
NALCS,2018-2,4,1,Blue,Team,Team,Echo Fox, ,Pyke,Nocturne,Kindred,Xayah,Swain,0
NALCS,2018-2,4,1,Red,Team,Team,Counter Logic Gaming, ,Aatrox,Zoe,Morgana,Camille,Talon,1
NALCS,2018-2,4,1,Blue,Team,Team,100 Thieves, ,Yasuo,Syndra,Swain,Varus,Shen,1
NALCS,2018-2,4,1,Red,Team,Team,Team SoloMid, ,Aatrox,Nocturne,Morgana,Galio,Zoe,0
NALCS,2018-2,4,1,Blue,Team,Team,Clutch Gaming, ,Heimerdinger,Rakan,Taliyah,Fiddlesticks,Shen,0
NALCS,2018-2,4,1,Red,Team,Team,Golden Guardians, ,Aatrox,Nocturne,Zoe,Xin Zhao,Graves,1
NALCS,2018-2,4,1,Blue,Team,Team,Team Liquid, ,Swain,Kindred,Rakan,Darius,Talon,1
NALCS,2018-2,4,1,Red,Team,Team,OpTic Gaming, ,Aatrox,Zoe,Nocturne,Galio,Kai'Sa,0
NALCS,2018-2,4,1,Blue,Team,Team,Cloud9, ,Swain,Rakan,Taliyah,Heimerdinger,Darius,1
NALCS,2018-2,4,1,Red,Team,Team,FlyQuest, ,Aatrox,Nocturne,Zoe,Yasuo,Talon,0
NALCS,2018-2,4,2,Blue,Team,Team,Golden Guardians, ,Rakan,Braum,Taliyah,Alistar,Pyke,1
NALCS,2018-2,4,2,Red,Team,Team,100 Thieves, ,Aatrox,Kindred,Nocturne,Darius,Gnar,0
NALCS,2018-2,4,2,Blue,Team,Team,FlyQuest, ,Shen,Taliyah,Rakan,Heimerdinger,Morgana,1
NALCS,2018-2,4,2,Red,Team,Team,Team Liquid, ,Aatrox,Nocturne,Swain,Tahm Kench,Pyke,0
NALCS,2018-2,4,2,Blue,Team,Team,Team SoloMid, ,Kindred,Morgana,Zoe,Darius,Fiddlesticks,0
NALCS,2018-2,4,2,Red,Team,Team,Echo Fox, ,Aatrox,Taliyah,Nocturne,Ashe,Heimerdinger,1
NALCS,2018-2,4,2,Blue,Team,Team,Counter Logic Gaming, ,Kindred,Morgana,Zoe,Alistar,Ekko,1
NALCS,2018-2,4,2,Red,Team,Team,Cloud9, ,Aatrox,Taliyah,Nocturne,Swain,Varus,0
NALCS,2018-2,4,2,Blue,Team,Team,OpTic Gaming, ,Swain,Morgana,Zoe,Kindred,Gragas,0
NALCS,2018-2,4,2,Red,Team,Team,Clutch Gaming, ,Aatrox,Talon,Taliyah,Darius,Gangplank,1
LCK,2018-2,5.1,1,Blue,Team,Team,Afreeca Freecs, ,Shen,Taliyah,Yasuo,Dr. Mundo,Ezreal,1
LCK,2018-2,5.1,1,Red,Team,Team,Griffin, ,Rakan,Nocturne,Aatrox,Darius,Ashe,0
LCK,2018-2,5.1,2,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Darius,Gangplank,Kennen,0
LCK,2018-2,5.1,2,Red,Team,Team,Afreeca Freecs, ,Nocturne,Aatrox,Taliyah,Dr. Mundo,Camille,1
LCK,2018-2,5.1,1,Blue,Team,Team,MVP, ,Rakan,Pyke,Yasuo,Talon,Dr. Mundo,1
LCK,2018-2,5.1,1,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Nocturne,Zoe,Gnar,0
LCK,2018-2,5.1,2,Blue,Team,Team,SK Telecom T1, ,Shen,Kindred,Zoe,Dr. Mundo,Talon,1
LCK,2018-2,5.1,2,Red,Team,Team,MVP, ,Aatrox,Nocturne,Taliyah,Pyke,Yasuo,0
LCK,2018-2,5.1,3,Blue,Team,Team,MVP, ,Rakan,Morgana,Yasuo,Zoe,Rumble,0
LCK,2018-2,5.1,3,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Nocturne,Talon,Kennen,1
LCK,2018-2,5.2,1,Blue,Team,Team,Gen.G, ,Camille,Zoe,Karthus,Dr. Mundo,Gragas,1
LCK,2018-2,5.2,1,Red,Team,Team,Kingzone DragonX, ,Aatrox,Nocturne,Taliyah,Soraka,Braum,0
LCK,2018-2,5.2,2,Blue,Team,Team,Kingzone DragonX, ,Rakan,Tahm Kench,Swain,Kled,Dr. Mundo,0
LCK,2018-2,5.2,2,Red,Team,Team,Gen.G, ,Aatrox,Nocturne,Taliyah,Varus,Ashe,1
LCK,2018-2,5.2,1,Blue,Team,Team,Jin Air Green Wings, ,Rakan,Morgana,Swain,Dr. Mundo,Kindred,1
LCK,2018-2,5.2,1,Red,Team,Team,BBQ Olivers, ,Aatrox,Taliyah,Zoe,Varus,Darius,0
LCK,2018-2,5.2,2,Blue,Team,Team,BBQ Olivers, ,Tahm Kench,Morgana,Zoe,Darius,Anivia,1
LCK,2018-2,5.2,2,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Taliyah,Nocturne,Pyke,Thresh,0
LCK,2018-2,5.2,3,Blue,Team,Team,Jin Air Green Wings, ,Rakan,Swain,Morgana,Dr. Mundo,Shen,0
LCK,2018-2,5.2,3,Red,Team,Team,BBQ Olivers, ,Aatrox,Tahm Kench,Galio,Ryze,Ezreal,1
LCK,2018-2,5.3,1,Blue,Team,Team,Hanwha Life Esports, ,Shen,Nocturne,Pyke,Skarner,Camille,0
LCK,2018-2,5.3,1,Red,Team,Team,Griffin, ,Rakan,Aatrox,Taliyah,Tahm Kench,Soraka,1
LCK,2018-2,5.3,2,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Swain,Gangplank,Darius,1
LCK,2018-2,5.3,2,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Taliyah,Nocturne,Soraka,Dr. Mundo,0
LCK,2018-2,5.3,1,Blue,Team,Team,KT Rolster, ,Galio,Morgana,Pyke,Dr. Mundo,Rumble,0
LCK,2018-2,5.3,1,Red,Team,Team,SK Telecom T1, ,Aatrox,Nocturne,Taliyah,Darius,Camille,1
LCK,2018-2,5.3,2,Blue,Team,Team,SK Telecom T1, ,Morgana,Nocturne,Zoe,Yasuo,Jayce,0
LCK,2018-2,5.3,2,Red,Team,Team,KT Rolster, ,Swain,Aatrox,Taliyah,Darius,Gangplank,1
LCK,2018-2,5.3,3,Blue,Team,Team,KT Rolster, ,Galio,Pyke,Trundle,Ryze,Tahm Kench,1
LCK,2018-2,5.3,3,Red,Team,Team,SK Telecom T1, ,Aatrox,Nocturne,Taliyah,Darius,Kennen,0
LCK,2018-2,5.4,1,Blue,Team,Team,Jin Air Green Wings, ,Morgana,Tahm Kench,Rakan,Lucian,Ezreal,1
LCK,2018-2,5.4,1,Red,Team,Team,MVP, ,Aatrox,Swain,Anivia,Galio,Yasuo,0
LCK,2018-2,5.4,2,Blue,Team,Team,MVP, ,Vladimir,Shen,Kindred,Gangplank,Zoe,1
LCK,2018-2,5.4,2,Red,Team,Team,Jin Air Green Wings, ,Aatrox,Taliyah,Nocturne,Sejuani,Gragas,0
LCK,2018-2,5.4,3,Blue,Team,Team,Jin Air Green Wings, ,Morgana,Tahm Kench,Ezreal,Dr. Mundo,Zoe,1
LCK,2018-2,5.4,3,Red,Team,Team,MVP, ,Aatrox,Nocturne,Vladimir,Shen,Gangplank,0
LCK,2018-2,5.4,1,Blue,Team,Team,BBQ Olivers, ,Tahm Kench,Morgana,Shen,Ezreal,Xayah,1
LCK,2018-2,5.4,1,Red,Team,Team,Afreeca Freecs, ,Aatrox,Taliyah,Kindred,Trundle,Sejuani,0
LCK,2018-2,5.4,2,Blue,Team,Team,Afreeca Freecs, ,Yasuo,Taliyah,Nocturne,Morgana,Kled,1
LCK,2018-2,5.4,2,Red,Team,Team,BBQ Olivers, ,Aatrox,Swain,Zoe,Darius,Dr. Mundo,0
LCK,2018-2,5.4,3,Blue,Team,Team,BBQ Olivers, ,Tahm Kench,Morgana,Taliyah,Kindred,Talon,1
LCK,2018-2,5.4,3,Red,Team,Team,Afreeca Freecs, ,Aatrox,Swain,Yasuo,Gnar,Darius,0
LCK,2018-2,5.5,1,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Nocturne,Gangplank,Kennen,0
LCK,2018-2,5.5,1,Red,Team,Team,KT Rolster, ,Aatrox,Shen,Taliyah,Yasuo,Zoe,1
LCK,2018-2,5.5,2,Blue,Team,Team,KT Rolster, ,Shen,Morgana,Trundle,Kindred,Gangplank,0
LCK,2018-2,5.5,2,Red,Team,Team,Griffin, ,Rakan,Aatrox,Tahm Kench,Varus,Ashe,1
LCK,2018-2,5.5,3,Blue,Team,Team,Griffin, ,Rakan,Tahm Kench,Kennen,Darius,Gangplank,0
LCK,2018-2,5.5,3,Red,Team,Team,KT Rolster, ,Aatrox,Zoe,Dr. Mundo,Yasuo,Vladimir,1
LCK,2018-2,5.5,1,Blue,Team,Team,SK Telecom T1, ,Zoe,Morgana,Ezreal,Talon,Darius,1
LCK,2018-2,5.5,1,Red,Team,Team,Hanwha Life Esports, ,Aatrox,Swain,Orianna,Camille,Dr. Mundo,0
LCK,2018-2,5.5,2,Blue,Team,Team,Hanwha Life Esports, ,Shen,Morgana,Orianna,Gragas,Dr. Mundo,0
LCK,2018-2,5.5,2,Red,Team,Team,SK Telecom T1, ,Aatrox,Taliyah,Swain,Braum,Pyke,1
LCK,2018-2,5.6,1,Blue,Team,Team,Kingzone DragonX, ,Lucian,Rakan,Swain,Soraka,Heimerdinger,1
LCK,2018-2,5.6,1,Red,Team,Team,MVP, ,Aatrox,Jayce,Anivia,Gnar,Vladimir,0
LCK,2018-2,5.6,2,Blue,Team,Team,MVP, ,Zoe,Tahm Kench,Taliyah,Camille,Gangplank,0
LCK,2018-2,5.6,2,Red,Team,Team,Kingzone DragonX, ,Aatrox,Nocturne,Swain,Heimerdinger,Lucian,1
LCK,2018-2,5.6,1,Blue,Team,Team,Afreeca Freecs, ,Morgana,Ezreal,Tahm Kench,Camille,Gnar,1
LCK,2018-2,5.6,1,Red,Team,Team,Gen.G, ,Aatrox,Zoe,Rakan,Yasuo,Talon,0
LCK,2018-2,5.6,2,Blue,Team,Team,Gen.G, ,Alistar,Shen,Zoe,Pyke,Gragas,1
LCK,2018-2,5.6,2,Red,Team,Team,Afreeca Freecs, ,Aatrox,Taliyah,Tahm Kench,Xayah,Ezreal,0
LCK,2018-2,5.6,3,Blue,Team,Team,Afreeca Freecs, ,Morgana,Tahm Kench,Ezreal,Xayah,Varus,0
LCK,2018-2,5.6,3,Red,Team,Team,Gen.G, ,Aatrox,Swain,Taliyah,Gangplank,Camille,1
EULCS,2018-2,5,1,Blue,Team,Team,Splyce, ,Dr. Mundo,Galio,Vladimir,Swain,Alistar,1
EULCS,2018-2,5,1,Red,Team,Team,Giants Gaming, ,Heimerdinger,Nocturne,Aatrox,Soraka,Fiddlesticks,0
EULCS,2018-2,5,1,Blue,Team,Team,Schalke 04, ,Talon,Ryze,Rakan,Darius,Dr. Mundo,1
EULCS,2018-2,5,1,Red,Team,Team,H2K, ,Aatrox,Taliyah,Nocturne,Trundle,Camille,0
