league,split,week,game,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,result
LPL,2018-2,2,1,Blue,ADC,Snow,Vici Gaming,Ezreal,Singed,Zoe,Xin Zhao,Fiddlesticks,Ornn,0
LPL,2018-2,2,1,Blue,Jungle,Swift,Vici Gaming,Nocturne,Singed,Zoe,Xin Zhao,Fiddlesticks,Ornn,0
LPL,2018-2,2,1,Blue,Middle,FireRain,Vici Gaming,Yasuo,Singed,Zoe,Xin Zhao,Fiddlesticks,Ornn,0
LPL,2018-2,2,1,Blue,Support,Caveman,Vici Gaming,Rakan,Singed,Zoe,Xin Zhao,Fiddlesticks,Ornn,0
LPL,2018-2,2,1,Blue,Top,Aodi,Vici Gaming,Dr. Mundo,Singed,Zoe,Xin Zhao,Fiddlesticks,Ornn,0
LPL,2018-2,2,1,Red,ADC,Y4,LGD Gaming,Swain,Vladimir,Camille,Pyke,Darius,Aatrox,1
LPL,2018-2,2,1,Red,Jungle,Eimy,LGD Gaming,Taliyah,Vladimir,Camille,Pyke,Darius,Aatrox,1
LPL,2018-2,2,1,Red,Middle,Yuuki,LGD Gaming,Irelia,Vladimir,Camille,Pyke,Darius,Aatrox,1
LPL,2018-2,2,1,Red,Support,Pyl,LGD Gaming,Alistar,Vladimir,Camille,Pyke,Darius,Aatrox,1
LPL,2018-2,2,1,Red,Top,Jinoo,LGD Gaming,Jayce,Vladimir,Camille,Pyke,Darius,Aatrox,1
LPL,2018-2,2,2,Blue,ADC,Snow,Vici Gaming,Ashe,Singed,Swain,Nocturne,Xin Zhao,Alistar,1
LPL,2018-2,2,2,Blue,Jungle,Swift,Vici Gaming,Nidalee,Singed,Swain,Nocturne,Xin Zhao,Alistar,1
LPL,2018-2,2,2,Blue,Middle,FireRain,Vici Gaming,Irelia,Singed,Swain,Nocturne,Xin Zhao,Alistar,1
LPL,2018-2,2,2,Blue,Support,Caveman,Vici Gaming,Tahm Kench,Singed,Swain,Nocturne,Xin Zhao,Alistar,1
LPL,2018-2,2,2,Blue,Top,Aodi,Vici Gaming,Aatrox,Singed,Swain,Nocturne,Xin Zhao,Alistar,1
LPL,2018-2,2,2,Red,ADC,Y4,LGD Gaming,Lucian,Vladimir,Camille,Taliyah,Rakan,Fiddlesticks,0
LPL,2018-2,2,2,Red,Jungle,Eimy,LGD Gaming,Skarner,Vladimir,Camille,Taliyah,Rakan,Fiddlesticks,0
LPL,2018-2,2,2,Red,Middle,Yuuki,LGD Gaming,Darius,Vladimir,Camille,Taliyah,Rakan,Fiddlesticks,0
LPL,2018-2,2,2,Red,Support,Pyl,LGD Gaming,Soraka,Vladimir,Camille,Taliyah,Rakan,Fiddlesticks,0
LPL,2018-2,2,2,Red,Top,Jinoo,LGD Gaming,Jax,Vladimir,Camille,Taliyah,Rakan,Fiddlesticks,0
LPL,2018-2,2,3,Blue,ADC,Snow,Vici Gaming,Ryze,Singed,Nocturne,Taliyah,Xin Zhao,Fiddlesticks,1
LPL,2018-2,2,3,Blue,Jungle,Swift,Vici Gaming,Trundle,Singed,Nocturne,Taliyah,Xin Zhao,Fiddlesticks,1
LPL,2018-2,2,3,Blue,Middle,FireRain,Vici Gaming,Irelia,Singed,Nocturne,Taliyah,Xin Zhao,Fiddlesticks,1
LPL,2018-2,2,3,Blue,Support,Caveman,Vici Gaming,Shen,Singed,Nocturne,Taliyah,Xin Zhao,Fiddlesticks,1
LPL,2018-2,2,3,Blue,Top,Aodi,Vici Gaming,Aatrox,Singed,Nocturne,Taliyah,Xin Zhao,Fiddlesticks,1
LPL,2018-2,2,3,Red,ADC,Y4,LGD Gaming,Swain,Nidalee,Camille,Graves,Rakan,Pyke,0
LPL,2018-2,2,3,Red,Jungle,Eimy,LGD Gaming,Rengar,Nidalee,Camille,Graves,Rakan,Pyke,0
LPL,2018-2,2,3,Red,Middle,Yuuki,LGD Gaming,Vladimir,Nidalee,Camille,Graves,Rakan,Pyke,0
LPL,2018-2,2,3,Red,Support,Pyl,LGD Gaming,Alistar,Nidalee,Camille,Graves,Rakan,Pyke,0
LPL,2018-2,2,3,Red,Top,Jinoo,LGD Gaming,Jax,Nidalee,Camille,Graves,Rakan,Pyke,0
LPL,2018-2,2,1,Blue,ADC,XuanXuanPi,OMG,Ashe,Camille,Zoe,Aatrox,Lulu,Kennen,1
LPL,2018-2,2,1,Blue,Jungle,Mountain,OMG,Nocturne,Camille,Zoe,Aatrox,Lulu,Kennen,1
LPL,2018-2,2,1,Blue,Middle,icon,OMG,Vladimir,Camille,Zoe,Aatrox,Lulu,Kennen,1
LPL,2018-2,2,1,Blue,Support,Five,OMG,Tahm Kench,Camille,Zoe,Aatrox,Lulu,Kennen,1
LPL,2018-2,2,1,Blue,Top,Xiyang,OMG,Gangplank,Camille,Zoe,Aatrox,Lulu,Kennen,1
LPL,2018-2,2,1,Red,ADC,Qiuqiu,Topsports Gaming,Lucian,Irelia,Ornn,Taliyah,Ryze,LeBlanc,0
LPL,2018-2,2,1,Red,Jungle,Xx,Topsports Gaming,Graves,Irelia,Ornn,Taliyah,Ryze,LeBlanc,0
LPL,2018-2,2,1,Red,Middle,Ggoong,Topsports Gaming,Cassiopeia,Irelia,Ornn,Taliyah,Ryze,LeBlanc,0
LPL,2018-2,2,1,Red,Support,CAT,Topsports Gaming,Braum,Irelia,Ornn,Taliyah,Ryze,LeBlanc,0
LPL,2018-2,2,1,Red,Top,MaRin,Topsports Gaming,Dr. Mundo,Irelia,Ornn,Taliyah,Ryze,LeBlanc,0
LPL,2018-2,2,2,Blue,ADC,Qiuqiu,Topsports Gaming,Lucian,Irelia,Tahm Kench,Nocturne,Xayah,Vladimir,0
LPL,2018-2,2,2,Blue,Jungle,Xx,Topsports Gaming,Xin Zhao,Irelia,Tahm Kench,Nocturne,Xayah,Vladimir,0
LPL,2018-2,2,2,Blue,Middle,Ggoong,Topsports Gaming,Aurelion Sol,Irelia,Tahm Kench,Nocturne,Xayah,Vladimir,0
LPL,2018-2,2,2,Blue,Support,CAT,Topsports Gaming,Alistar,Irelia,Tahm Kench,Nocturne,Xayah,Vladimir,0
LPL,2018-2,2,2,Blue,Top,MaRin,Topsports Gaming,Kennen,Irelia,Tahm Kench,Nocturne,Xayah,Vladimir,0
LPL,2018-2,2,2,Red,ADC,XuanXuanPi,OMG,Tristana,Graves,Zoe,Taliyah,Jax,Ryze,1
LPL,2018-2,2,2,Red,Jungle,Mountain,OMG,Trundle,Graves,Zoe,Taliyah,Jax,Ryze,1
LPL,2018-2,2,2,Red,Middle,icon,OMG,Lulu,Graves,Zoe,Taliyah,Jax,Ryze,1
LPL,2018-2,2,2,Red,Support,Five,OMG,Rakan,Graves,Zoe,Taliyah,Jax,Ryze,1
LPL,2018-2,2,2,Red,Top,Xiyang,OMG,Aatrox,Graves,Zoe,Taliyah,Jax,Ryze,1
LPL,2018-2,2,1,Blue,ADC,Uzi,Royal Never Give Up,Vayne,Lulu,Morgana,Alistar,Singed,Dr. Mundo,1
LPL,2018-2,2,1,Blue,Jungle,Karsa,Royal Never Give Up,Camille,Lulu,Morgana,Alistar,Singed,Dr. Mundo,1
LPL,2018-2,2,1,Blue,Middle,xiaohu,Royal Never Give Up,Zoe,Lulu,Morgana,Alistar,Singed,Dr. Mundo,1
LPL,2018-2,2,1,Blue,Support,Ming,Royal Never Give Up,Taric,Lulu,Morgana,Alistar,Singed,Dr. Mundo,1
LPL,2018-2,2,1,Blue,Top,LetMe,Royal Never Give Up,Ornn,Lulu,Morgana,Alistar,Singed,Dr. Mundo,1
LPL,2018-2,2,1,Red,ADC,jinjiao,Bilibili Gaming,Swain,Tahm Kench,Kai'sa,Taliyah,Fiddlesticks,Thresh,0
LPL,2018-2,2,1,Red,Jungle,Chieftain,Bilibili Gaming,Rek'Sai,Tahm Kench,Kai'sa,Taliyah,Fiddlesticks,Thresh,0
LPL,2018-2,2,1,Red,Middle,Mole,Bilibili Gaming,Yasuo,Tahm Kench,Kai'sa,Taliyah,Fiddlesticks,Thresh,0
LPL,2018-2,2,1,Red,Support,road,Bilibili Gaming,Rakan,Tahm Kench,Kai'sa,Taliyah,Fiddlesticks,Thresh,0
LPL,2018-2,2,1,Red,Top,AmazingJ,Bilibili Gaming,Poppy,Tahm Kench,Kai'sa,Taliyah,Fiddlesticks,Thresh,0
LPL,2018-2,2,2,Blue,ADC,jinjiao,Bilibili Gaming,Swain,Tahm Kench,Ornn,Taliyah,Singed,Darius,0
LPL,2018-2,2,2,Blue,Jungle,Chieftain,Bilibili Gaming,Camille,Tahm Kench,Ornn,Taliyah,Singed,Darius,0
LPL,2018-2,2,2,Blue,Middle,Mole,Bilibili Gaming,Zoe,Tahm Kench,Ornn,Taliyah,Singed,Darius,0
LPL,2018-2,2,2,Blue,Support,road,Bilibili Gaming,Thresh,Tahm Kench,Ornn,Taliyah,Singed,Darius,0
LPL,2018-2,2,2,Blue,Top,AmazingJ,Bilibili Gaming,Aatrox,Tahm Kench,Ornn,Taliyah,Singed,Darius,0
LPL,2018-2,2,2,Red,ADC,Uzi,Royal Never Give Up,Xayah,Morgana,Lulu,Kai'sa,Alistar,Lucian,1
LPL,2018-2,2,2,Red,Jungle,Karsa,Royal Never Give Up,Trundle,Morgana,Lulu,Kai'sa,Alistar,Lucian,1
LPL,2018-2,2,2,Red,Middle,xiaohu,Royal Never Give Up,Malzahar,Morgana,Lulu,Kai'sa,Alistar,Lucian,1
LPL,2018-2,2,2,Red,Support,Ming,Royal Never Give Up,Rakan,Morgana,Lulu,Kai'sa,Alistar,Lucian,1
LPL,2018-2,2,2,Red,Top,LetMe,Royal Never Give Up,Shen,Morgana,Lulu,Kai'sa,Alistar,Lucian,1
LPL,2018-2,2,1,Blue,ADC,Uzi,Royal Never Give Up,Ashe,Fiddlesticks,Rakan,Shen,Camille,Xin Zhao,1
LPL,2018-2,2,1,Blue,Jungle,Mlxg,Royal Never Give Up,Nocturne,Fiddlesticks,Rakan,Shen,Camille,Xin Zhao,1
LPL,2018-2,2,1,Blue,Middle,xiaohu,Royal Never Give Up,Zoe,Fiddlesticks,Rakan,Shen,Camille,Xin Zhao,1
LPL,2018-2,2,1,Blue,Support,Ming,Royal Never Give Up,Tahm Kench,Fiddlesticks,Rakan,Shen,Camille,Xin Zhao,1
LPL,2018-2,2,1,Blue,Top,Zz1tai,Royal Never Give Up,Cho'gath,Fiddlesticks,Rakan,Shen,Camille,Xin Zhao,1
LPL,2018-2,2,1,Red,ADC,Fdy,LGD Gaming,Yasuo,Kai'Sa,Lucian,Swain,Ryze,Singed,0
LPL,2018-2,2,1,Red,Jungle,Eimy,LGD Gaming,Trundle,Kai'Sa,Lucian,Swain,Ryze,Singed,0
LPL,2018-2,2,1,Red,Middle,Yuuki,LGD Gaming,LeBlanc,Kai'Sa,Lucian,Swain,Ryze,Singed,0
LPL,2018-2,2,1,Red,Support,Pyl,LGD Gaming,Alistar,Kai'Sa,Lucian,Swain,Ryze,Singed,0
LPL,2018-2,2,1,Red,Top,Jinoo,LGD Gaming,Vladimir,Kai'Sa,Lucian,Swain,Ryze,Singed,0
LPL,2018-2,2,2,Blue,ADC,Fdy,LGD Gaming,Ryze,Kai'Sa,Tahm Kench,Zoe,Vladimir,Swain,0
LPL,2018-2,2,2,Blue,Jungle,Eimy,LGD Gaming,Xin Zhao,Kai'Sa,Tahm Kench,Zoe,Vladimir,Swain,0
LPL,2018-2,2,2,Blue,Middle,Yuuki,LGD Gaming,Yasuo,Kai'Sa,Tahm Kench,Zoe,Vladimir,Swain,0
LPL,2018-2,2,2,Blue,Support,Pyl,LGD Gaming,Soraka,Kai'Sa,Tahm Kench,Zoe,Vladimir,Swain,0
LPL,2018-2,2,2,Blue,Top,Jinoo,LGD Gaming,Singed,Kai'Sa,Tahm Kench,Zoe,Vladimir,Swain,0
LPL,2018-2,2,2,Red,ADC,Able,Royal Never Give Up,Xayah,Fiddlesticks,Irelia,Nocturne,Alistar,Shen,1
LPL,2018-2,2,2,Red,Jungle,Karsa,Royal Never Give Up,Camille,Fiddlesticks,Irelia,Nocturne,Alistar,Shen,1
LPL,2018-2,2,2,Red,Middle,xiaohu,Royal Never Give Up,Syndra,Fiddlesticks,Irelia,Nocturne,Alistar,Shen,1
LPL,2018-2,2,2,Red,Support,Ming,Royal Never Give Up,Rakan,Fiddlesticks,Irelia,Nocturne,Alistar,Shen,1
LPL,2018-2,2,2,Red,Top,Zz1tai,Royal Never Give Up,Dr. Mundo,Fiddlesticks,Irelia,Nocturne,Alistar,Shen,1
LPL,2018-2,2,1,Blue,ADC,Uzi,Royal Never Give Up,Kai'Sa,Swain,Rakan,Graves,Yasuo,Irelia,1
LPL,2018-2,2,1,Blue,Jungle,Mlxg,Royal Never Give Up,Lee Sin,Swain,Rakan,Graves,Yasuo,Irelia,1
LPL,2018-2,2,1,Blue,Middle,xiaohu,Royal Never Give Up,Taliyah,Swain,Rakan,Graves,Yasuo,Irelia,1
LPL,2018-2,2,1,Blue,Support,Ming,Royal Never Give Up,Tahm Kench,Swain,Rakan,Graves,Yasuo,Irelia,1
LPL,2018-2,2,1,Blue,Top,Zz1tai,Royal Never Give Up,Sion,Swain,Rakan,Graves,Yasuo,Irelia,1
LPL,2018-2,2,1,Red,ADC,Fury,Suning Gaming,Heimerdinger,Zoe,Camille,Nocturne,Lulu,Karma,0
LPL,2018-2,2,1,Red,Jungle,H4cker,Suning Gaming,Xin Zhao,Zoe,Camille,Nocturne,Lulu,Karma,0
LPL,2018-2,2,1,Red,Middle,fenfen,Suning Gaming,Vladimir,Zoe,Camille,Nocturne,Lulu,Karma,0
LPL,2018-2,2,1,Red,Support,Yoon,Suning Gaming,Alistar,Zoe,Camille,Nocturne,Lulu,Karma,0
LPL,2018-2,2,1,Red,Top,XiaoAL,Suning Gaming,Dr. Mundo,Zoe,Camille,Nocturne,Lulu,Karma,0
LPL,2018-2,2,2,Blue,ADC,Fury,Suning Gaming,Vladimir,Zoe,Taliyah,Camille,Kai'Sa,Lulu,0
LPL,2018-2,2,2,Blue,Jungle,H4cker,Suning Gaming,Master Yi,Zoe,Taliyah,Camille,Kai'Sa,Lulu,0
LPL,2018-2,2,2,Blue,Middle,fenfen,Suning Gaming,Taric,Zoe,Taliyah,Camille,Kai'Sa,Lulu,0
LPL,2018-2,2,2,Blue,Support,Yoon,Suning Gaming,Alistar,Zoe,Taliyah,Camille,Kai'Sa,Lulu,0
LPL,2018-2,2,2,Blue,Top,XiaoAL,Suning Gaming,Irelia,Zoe,Taliyah,Camille,Kai'Sa,Lulu,0
LPL,2018-2,2,2,Red,ADC,Uzi,Royal Never Give Up,Kennen,Graves,Nocturne,Swain,Kindred,Rek'Sai,1
LPL,2018-2,2,2,Red,Jungle,Mlxg,Royal Never Give Up,Trundle,Graves,Nocturne,Swain,Kindred,Rek'Sai,1
LPL,2018-2,2,2,Red,Middle,xiaohu,Royal Never Give Up,Ryze,Graves,Nocturne,Swain,Kindred,Rek'Sai,1
LPL,2018-2,2,2,Red,Support,Ming,Royal Never Give Up,Rakan,Graves,Nocturne,Swain,Kindred,Rek'Sai,1
LPL,2018-2,2,2,Red,Top,Zz1tai,Royal Never Give Up,Shen,Graves,Nocturne,Swain,Kindred,Rek'Sai,1
LPL,2018-2,2,1,Blue,ADC,Lwx,Funplus Phoenix,Ezreal,Fiddlesticks,Swain,Taliyah,Kled,Dr. Mundo,0
LPL,2018-2,2,1,Blue,Jungle,Xinyi,Funplus Phoenix,Nocturne,Fiddlesticks,Swain,Taliyah,Kled,Dr. Mundo,0
LPL,2018-2,2,1,Blue,Middle,Cool,Funplus Phoenix,Lulu,Fiddlesticks,Swain,Taliyah,Kled,Dr. Mundo,0
LPL,2018-2,2,1,Blue,Support,Crisp,Funplus Phoenix,Tahm Kench,Fiddlesticks,Swain,Taliyah,Kled,Dr. Mundo,0
LPL,2018-2,2,1,Blue,Top,GimGoon,Funplus Phoenix,Shen,Fiddlesticks,Swain,Taliyah,Kled,Dr. Mundo,0
LPL,2018-2,2,1,Red,ADC,SmLz,Rogue Warriors,Lucian,Camille,Rakan,Alistar,Zoe,Leona,1
LPL,2018-2,2,1,Red,Jungle,Flawless,Rogue Warriors,Elise,Camille,Rakan,Alistar,Zoe,Leona,1
LPL,2018-2,2,1,Red,Middle,Doinb,Rogue Warriors,Aatrox,Camille,Rakan,Alistar,Zoe,Leona,1
LPL,2018-2,2,1,Red,Support,killua,Rogue Warriors,Nami,Camille,Rakan,Alistar,Zoe,Leona,1
LPL,2018-2,2,1,Red,Top,Mouse,Rogue Warriors,Singed,Camille,Rakan,Alistar,Zoe,Leona,1
LPL,2018-2,2,2,Blue,ADC,Lwx,Funplus Phoenix,Ashe,Aatrox,Fiddlesticks,Lucian,Morgana,Braum,0
LPL,2018-2,2,2,Blue,Jungle,Xinyi,Funplus Phoenix,Taliyah,Aatrox,Fiddlesticks,Lucian,Morgana,Braum,0
LPL,2018-2,2,2,Blue,Middle,Cool,Funplus Phoenix,Irelia,Aatrox,Fiddlesticks,Lucian,Morgana,Braum,0
LPL,2018-2,2,2,Blue,Support,Crisp,Funplus Phoenix,Tahm Kench,Aatrox,Fiddlesticks,Lucian,Morgana,Braum,0
LPL,2018-2,2,2,Blue,Top,GimGoon,Funplus Phoenix,Gnar,Aatrox,Fiddlesticks,Lucian,Morgana,Braum,0
LPL,2018-2,2,2,Red,ADC,SmLz,Rogue Warriors,Vladimir,Rakan,Alistar,Nocturne,Singed,Gangplank,1
LPL,2018-2,2,2,Red,Jungle,Flawless,Rogue Warriors,Camille,Rakan,Alistar,Nocturne,Singed,Gangplank,1
LPL,2018-2,2,2,Red,Middle,Doinb,Rogue Warriors,Kled,Rakan,Alistar,Nocturne,Singed,Gangplank,1
LPL,2018-2,2,2,Red,Support,killua,Rogue Warriors,Karma,Rakan,Alistar,Nocturne,Singed,Gangplank,1
LPL,2018-2,2,2,Red,Top,Mouse,Rogue Warriors,Dr. Mundo,Rakan,Alistar,Nocturne,Singed,Gangplank,1
LPL,2018-2,2,1,Blue,ADC,Guoguo,Snake Esports,Karma,Lucian,Taliyah,Lulu,Cassiopeia,Kled,0
LPL,2018-2,2,1,Blue,Jungle,Maestr0,Snake Esports,Nautilus,Lucian,Taliyah,Lulu,Cassiopeia,Kled,0
LPL,2018-2,2,1,Blue,Middle,SofM,Snake Esports,Kai'Sa,Lucian,Taliyah,Lulu,Cassiopeia,Kled,0
LPL,2018-2,2,1,Blue,Support,Hudie,Snake Esports,Morgana,Lucian,Taliyah,Lulu,Cassiopeia,Kled,0
LPL,2018-2,2,1,Blue,Top,Flandre,Snake Esports,Ornn,Lucian,Taliyah,Lulu,Cassiopeia,Kled,0
LPL,2018-2,2,1,Red,ADC,SmLz,Rogue Warriors,Karthus,Rengar,Master Yi,Graves,Singed,Braum,1
LPL,2018-2,2,1,Red,Jungle,Flawless,Rogue Warriors,Olaf,Rengar,Master Yi,Graves,Singed,Braum,1
LPL,2018-2,2,1,Red,Middle,Doinb,Rogue Warriors,Aatrox,Rengar,Master Yi,Graves,Singed,Braum,1
LPL,2018-2,2,1,Red,Support,killua,Rogue Warriors,Fiddlesticks,Rengar,Master Yi,Graves,Singed,Braum,1
LPL,2018-2,2,1,Red,Top,Mouse,Rogue Warriors,Dr. Mundo,Rengar,Master Yi,Graves,Singed,Braum,1
LPL,2018-2,2,2,Blue,ADC,Guoguo,Snake Esports,Karthus,Lucian,Taliyah,Lulu,Dr. Mundo,Vladimir,0
LPL,2018-2,2,2,Blue,Jungle,SofM,Snake Esports,Master Yi,Lucian,Taliyah,Lulu,Dr. Mundo,Vladimir,0
LPL,2018-2,2,2,Blue,Middle,Maestr0,Snake Esports,Taric,Lucian,Taliyah,Lulu,Dr. Mundo,Vladimir,0
LPL,2018-2,2,2,Blue,Support,Hudie,Snake Esports,Gragas,Lucian,Taliyah,Lulu,Dr. Mundo,Vladimir,0
LPL,2018-2,2,2,Blue,Top,Flandre,Snake Esports,Singed,Lucian,Taliyah,Lulu,Dr. Mundo,Vladimir,0
LPL,2018-2,2,2,Red,ADC,SmLz,Rogue Warriors,Heimerdinger,Graves,Rengar,Kai'sa,Morgana,Karma,1
LPL,2018-2,2,2,Red,Jungle,Flawless,Rogue Warriors,Olaf,Graves,Rengar,Kai'sa,Morgana,Karma,1
LPL,2018-2,2,2,Red,Middle,Doinb,Rogue Warriors,Aatrox,Graves,Rengar,Kai'sa,Morgana,Karma,1
LPL,2018-2,2,2,Red,Support,killua,Rogue Warriors,Alistar,Graves,Rengar,Kai'sa,Morgana,Karma,1
LPL,2018-2,2,2,Red,Top,Mouse,Rogue Warriors,Ryze,Graves,Rengar,Kai'sa,Morgana,Karma,1
LPL,2018-2,2,1,Blue,ADC,Fury,Suning Gaming,Ezreal,Zoe,Camille,Graves,Fiddlesticks,Morgana,0
LPL,2018-2,2,1,Blue,Jungle,H4cker,Suning Gaming,Taliyah,Zoe,Camille,Graves,Fiddlesticks,Morgana,0
LPL,2018-2,2,1,Blue,Middle,fenfen,Suning Gaming,Irelia,Zoe,Camille,Graves,Fiddlesticks,Morgana,0
LPL,2018-2,2,1,Blue,Support,Yoon,Suning Gaming,Rakan,Zoe,Camille,Graves,Fiddlesticks,Morgana,0
LPL,2018-2,2,1,Blue,Top,XiaoAL,Suning Gaming,Singed,Zoe,Camille,Graves,Fiddlesticks,Morgana,0
LPL,2018-2,2,1,Red,ADC,LokeN,JD Gaming,Lucian,Vladimir,Swain,Nocturne,Aatrox,Darius,1
LPL,2018-2,2,1,Red,Jungle,Clid,JD Gaming,Olaf,Vladimir,Swain,Nocturne,Aatrox,Darius,1
LPL,2018-2,2,1,Red,Middle,Yagao,JD Gaming,LeBlanc,Vladimir,Swain,Nocturne,Aatrox,Darius,1
LPL,2018-2,2,1,Red,Support,LvMao,JD Gaming,Leona,Vladimir,Swain,Nocturne,Aatrox,Darius,1
LPL,2018-2,2,1,Red,Top,Zoom,JD Gaming,Ornn,Vladimir,Swain,Nocturne,Aatrox,Darius,1
LPL,2018-2,2,2,Blue,ADC,Fury,Suning Gaming,Jax,Zoe,Camille,Lucian,Ornn,Dr. Mundo,1
LPL,2018-2,2,2,Blue,Jungle,H4cker,Suning Gaming,Nocturne,Zoe,Camille,Lucian,Ornn,Dr. Mundo,1
LPL,2018-2,2,2,Blue,Middle,fenfen,Suning Gaming,Irelia,Zoe,Camille,Lucian,Ornn,Dr. Mundo,1
LPL,2018-2,2,2,Blue,Support,Yoon,Suning Gaming,Shen,Zoe,Camille,Lucian,Ornn,Dr. Mundo,1
LPL,2018-2,2,2,Blue,Top,XiaoAL,Suning Gaming,Singed,Zoe,Camille,Lucian,Ornn,Dr. Mundo,1
LPL,2018-2,2,2,Red,ADC,LokeN,JD Gaming,Xayah,Vladimir,Swain,Taliyah,Aatrox,Darius,0
LPL,2018-2,2,2,Red,Jungle,Clid,JD Gaming,Graves,Vladimir,Swain,Taliyah,Aatrox,Darius,0
LPL,2018-2,2,2,Red,Middle,Yagao,JD Gaming,Lulu,Vladimir,Swain,Taliyah,Aatrox,Darius,0
LPL,2018-2,2,2,Red,Support,LvMao,JD Gaming,Rakan,Vladimir,Swain,Taliyah,Aatrox,Darius,0
LPL,2018-2,2,2,Red,Top,Zoom,JD Gaming,Gangplank,Vladimir,Swain,Taliyah,Aatrox,Darius,0
LPL,2018-2,2,3,Blue,ADC,LokeN,JD Gaming,Lucian,Swain,Vladimir,Nocturne,Aatrox,Dr. Mundo,1
LPL,2018-2,2,3,Blue,Jungle,Clid,JD Gaming,Olaf,Swain,Vladimir,Nocturne,Aatrox,Dr. Mundo,1
LPL,2018-2,2,3,Blue,Middle,Yagao,JD Gaming,Yasuo,Swain,Vladimir,Nocturne,Aatrox,Dr. Mundo,1
LPL,2018-2,2,3,Blue,Support,LvMao,JD Gaming,Fiddlesticks,Swain,Vladimir,Nocturne,Aatrox,Dr. Mundo,1
LPL,2018-2,2,3,Blue,Top,Zoom,JD Gaming,Singed,Swain,Vladimir,Nocturne,Aatrox,Dr. Mundo,1
LPL,2018-2,2,3,Red,ADC,Fury,Suning Gaming,Taliyah,Zoe,LeBlanc,Camille,Ornn,Lulu,0
LPL,2018-2,2,3,Red,Jungle,H4cker,Suning Gaming,Graves,Zoe,LeBlanc,Camille,Ornn,Lulu,0
LPL,2018-2,2,3,Red,Middle,fenfen,Suning Gaming,Irelia,Zoe,LeBlanc,Camille,Ornn,Lulu,0
LPL,2018-2,2,3,Red,Support,Yoon,Suning Gaming,Alistar,Zoe,LeBlanc,Camille,Ornn,Lulu,0
LPL,2018-2,2,3,Red,Top,XiaoAL,Suning Gaming,Darius,Zoe,LeBlanc,Camille,Ornn,Lulu,0
LPL,2018-2,2,1,Blue,ADC,Lwx,Funplus Phoenix,Ashe,Irelia,Rakan,Vladimir,Dr. Mundo,Singed,1
LPL,2018-2,2,1,Blue,Jungle,Xinyi,Funplus Phoenix,Graves,Irelia,Rakan,Vladimir,Dr. Mundo,Singed,1
LPL,2018-2,2,1,Blue,Middle,Cool,Funplus Phoenix,Lulu,Irelia,Rakan,Vladimir,Dr. Mundo,Singed,1
LPL,2018-2,2,1,Blue,Support,Crisp,Funplus Phoenix,Tahm Kench,Irelia,Rakan,Vladimir,Dr. Mundo,Singed,1
LPL,2018-2,2,1,Blue,Top,GimGoon,Funplus Phoenix,Aatrox,Irelia,Rakan,Vladimir,Dr. Mundo,Singed,1
LPL,2018-2,2,1,Red,ADC,GENTLE,Team WE,Lucian,Camille,Karthus,Nocturne,Yasuo,Swain,0
LPL,2018-2,2,1,Red,Jungle,Condi,Team WE,Xin Zhao,Camille,Karthus,Nocturne,Yasuo,Swain,0
LPL,2018-2,2,1,Red,Middle,xiye,Team WE,Zoe,Camille,Karthus,Nocturne,Yasuo,Swain,0
LPL,2018-2,2,1,Red,Support,Missing,Team WE,Gragas,Camille,Karthus,Nocturne,Yasuo,Swain,0
LPL,2018-2,2,1,Red,Top,957,Team WE,Poppy,Camille,Karthus,Nocturne,Yasuo,Swain,0
LPL,2018-2,2,2,Blue,ADC,GENTLE,Team WE,Lucian,Karthus,Aatrox,Tahm Kench,Ashe,Singed,1
LPL,2018-2,2,2,Blue,Jungle,Condi,Team WE,Camille,Karthus,Aatrox,Tahm Kench,Ashe,Singed,1
LPL,2018-2,2,2,Blue,Middle,xiye,Team WE,LeBlanc,Karthus,Aatrox,Tahm Kench,Ashe,Singed,1
LPL,2018-2,2,2,Blue,Support,Missing,Team WE,Shen,Karthus,Aatrox,Tahm Kench,Ashe,Singed,1
LPL,2018-2,2,2,Blue,Top,957,Team WE,Gnar,Karthus,Aatrox,Tahm Kench,Ashe,Singed,1
LPL,2018-2,2,2,Red,ADC,Lwx,Funplus Phoenix,Kai'Sa,Nocturne,Rakan,Irelia,Galio,Lulu,0
LPL,2018-2,2,2,Red,Jungle,Xinyi,Funplus Phoenix,Graves,Nocturne,Rakan,Irelia,Galio,Lulu,0
LPL,2018-2,2,2,Red,Middle,Cool,Funplus Phoenix,Zoe,Nocturne,Rakan,Irelia,Galio,Lulu,0
LPL,2018-2,2,2,Red,Support,Crisp,Funplus Phoenix,Morgana,Nocturne,Rakan,Irelia,Galio,Lulu,0
LPL,2018-2,2,2,Red,Top,GimGoon,Funplus Phoenix,Dr. Mundo,Nocturne,Rakan,Irelia,Galio,Lulu,0
LPL,2018-2,2,3,Blue,ADC,Lwx,Funplus Phoenix,Ezreal,Rakan,Irelia,Camille,Dr. Mundo,Gnar,1
LPL,2018-2,2,3,Blue,Jungle,Xinyi,Funplus Phoenix,Nocturne,Rakan,Irelia,Camille,Dr. Mundo,Gnar,1
LPL,2018-2,2,3,Blue,Middle,Cool,Funplus Phoenix,Galio,Rakan,Irelia,Camille,Dr. Mundo,Gnar,1
